encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,0,0,0,1,0,1,0,0,2.033333,1
0,0,1,0,0,0,0,1,1,1,0,1.422267,1
0,0,0,0,0,0,1,0,1,0,0,1.422267,1
0,0,0,0,0,1,0,1,0,1,0,1.422267,1
0,0,0,0,0,1,0,0,0,1,0,2.033333,1
0,0,0,0,0,1,0,0,1,1,0,2.311117,1
0,0,0,0,0,1,0,1,0,0,0,1.422267,1
0,1,0,0,1,0,0,1,1,1,0,2.644425,1
1,0,0,1,0,0,0,1,0,1,0,2.255517,1
0,0,0,0,0,1,0,0,1,0,0,1.6444,1
0,1,1,0,0,0,0,1,0,0,0,2.255517,1
0,1,0,1,0,0,0,1,1,1,0,1.866633,1
1,0,0,0,0,0,1,1,0,0,0,1.866633,1
