encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,1,0,0,0,1,0,0,0,0,0,1.9,1
1,1,0,0,1,0,0,0,0,0,0,2.111111,1
0,0,0,0,1,0,0,0,0,1,0,2.306818,1
0,1,0,0,1,0,0,1,1,1,0,2.006944,1
1,1,0,0,1,0,0,0,0,0,1,1.775,1
0,1,0,0,0,1,0,1,0,1,0,0.375,1
0,0,0,0,0,1,0,0,1,1,0,2.140625,1
0,0,1,0,0,0,0,1,1,1,0,1.833333,1
0,0,0,1,0,0,0,1,1,1,0,0.375,1
1,0,0,1,0,0,0,1,0,1,0,2.083333,1
0,0,0,0,0,1,0,0,0,1,0,2.083333,1
0,0,0,1,0,0,0,1,1,0,0,1.375,1
0,0,0,0,0,1,0,0,1,0,0,1.5625,1
1,1,0,0,1,0,0,0,0,1,0,2.0625,1
1,1,0,0,0,1,0,1,0,0,0,1.375,1
0,0,0,0,1,0,0,0,0,0,1,1.125,1
0,1,0,0,1,0,0,0,0,0,0,1.125,1
0,1,0,1,0,0,0,1,1,1,0,1.875,1
0,0,0,0,0,1,0,1,1,1,0,1.5,1
0,0,0,0,1,0,0,0,0,1,1,2.0,1
