encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,0,0,1,0,0,1,1,0,2.205575,1
0,1,0,0,1,0,0,1,1,1,0,2.74445,1
0,0,0,0,0,1,0,1,0,0,0,2.75556,1
1,0,1,0,0,0,0,0,0,1,0,1.740767,1
0,1,0,1,0,0,0,1,0,0,0,2.74445,1
1,0,1,0,0,0,0,0,1,0,0,1.740767,1
0,1,0,1,0,0,0,1,0,1,0,1.1667,1
0,1,1,0,0,0,0,1,0,1,0,1.1667,1
0,1,0,1,0,0,0,0,1,0,0,1.1667,1
0,0,1,0,0,0,0,0,1,0,0,1.1667,1
0,1,0,0,0,0,1,0,0,1,0,1.5278,1
0,1,1,0,0,0,0,1,0,0,0,1.5278,1
0,0,0,0,0,1,0,0,0,0,0,2.25555,1
0,0,0,0,0,1,0,1,0,1,0,1.6889,1
1,1,0,1,0,0,0,0,0,0,0,1.6889,1
0,1,0,0,0,1,0,0,0,0,0,2.0722,1
0,1,0,0,1,0,0,0,1,0,1,2.0722,1
0,0,0,0,0,1,0,0,1,0,0,2.0722,1
