encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,0,0,1,0,0,1,1,1,0,2.653106,1
0,0,0,0,0,1,0,0,0,1,0,2.358743,1
0,0,0,0,0,1,0,0,1,1,0,1.621583,1
0,1,0,0,1,0,0,1,1,1,1,2.241257,1
0,0,0,0,1,0,0,0,0,0,1,2.070898,1
0,1,0,0,1,0,0,0,0,0,1,1.499486,1
0,1,0,1,0,0,0,0,1,0,0,1.130114,0
0,1,0,1,0,0,0,1,0,1,0,1.130114,0
1,1,0,0,0,0,1,1,0,1,0,1.130114,1
1,0,0,0,1,0,0,1,0,0,1,1.130114,1
0,0,0,0,0,1,0,0,0,0,0,2.514286,1
0,0,0,1,0,0,0,1,1,1,0,2.093114,1
0,0,0,0,0,1,0,1,1,1,0,1.327029,1
0,1,0,0,1,0,0,0,1,0,1,2.518746,1
0,0,0,0,1,0,0,1,0,0,1,1.469886,1
0,0,0,0,1,0,0,0,0,0,0,1.469886,1
0,0,0,0,1,0,0,0,1,0,1,2.265605,1
0,1,0,0,0,1,0,0,0,0,0,2.265605,1
0,1,0,1,0,0,0,1,1,1,0,1.8,1
0,1,0,0,1,0,0,0,0,0,0,1.8,1
0,0,0,0,0,1,0,0,1,0,0,2.096814,1
0,0,0,0,1,0,0,1,1,0,1,1.965057,1
