encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,1,0,0,1,0,0,1,1,1,0,2.18
0,1,1,0,0,0,0,1,0,0,0,2.24
0,1,0,0,1,0,0,0,1,1,1,2.84
0,1,0,1,0,0,0,0,0,0,0,4.05
1,0,0,0,1,0,0,1,1,0,0,4.07
1,0,0,0,1,0,0,0,0,1,0,5.33
1,0,0,0,1,0,0,0,1,1,1,5.34
1,1,0,0,0,0,1,0,0,1,0,7.12
1,0,0,0,0,0,1,1,1,1,0,21.06
0,0,0,0,0,0,1,0,0,0,0,33.19
0,1,0,0,1,0,0,1,1,0,0,45.87
0,0,1,0,1,1,0,0,1,1,0,45.87125294401572
1,1,0,1,1,0,0,0,0,0,1,45.872038889281065
1,0,1,1,1,1,1,1,0,1,1,45.872534725073926
1,1,0,0,1,1,1,1,0,1,1,45.872749474980026
1,0,0,0,0,0,0,1,1,1,1,45.87282465918475
1,0,1,0,0,1,1,0,1,0,0,45.87336858996736
0,0,0,1,0,1,1,0,1,1,0,45.87399933004082
1,0,0,1,1,0,0,0,0,0,1,45.874376435127765
1,1,0,1,1,1,1,0,1,0,1,45.874433651656204
