NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,1,0,0,0,0,1,0,0,0,0,0,0,8,8,2,1.066667,1
0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,2,2.622222,1
0,0,0,1,0,0,1,0,0,0,0,0,0,8,8,2,1.066667,1
0,0,0,0,0,0,0,0,1,0,0,1,1,8,8,1,1.76,1
1,1,1,0,1,1,0,0,0,0,0,1,0,8,320,0,0.8,1
0,0,0,1,0,0,0,0,1,0,0,0,0,8,8,1,0.8,1
0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,1,1.733333,1
0,0,0,0,1,0,0,0,0,0,0,1,1,8,8,1,0.8,1
1,0,0,0,1,0,0,0,0,1,0,1,1,8,8,2,0.8,1
1,0,1,1,0,1,1,0,0,1,0,1,0,48,320,0,0.8,1
0,0,0,1,0,0,1,0,0,0,0,0,0,8,8,0,0.8,1
1,0,0,1,0,0,0,1,0,1,0,0,0,8,8,0,2.266667,1
0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,0,2.4,1
0,1,0,0,0,0,0,1,0,0,0,0,0,8,320,0,2.3,1
0,0,0,1,0,0,0,0,0,0,1,0,0,8,8,2,2.4,1
1,1,1,0,1,1,0,0,0,0,0,1,0,8,8,0,2.4,1
0,1,0,0,0,0,0,1,0,0,0,0,0,8,160,0,2.4,1
0,1,0,0,0,0,1,0,0,0,0,1,0,8,8,0,2.1,1
0,1,0,0,1,0,0,0,0,0,0,0,0,8,8,0,1.6,1
0,1,0,0,0,0,0,0,0,0,1,0,0,8,160,0,2.0,1
