OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2.251833,1
0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,2.251833,1
1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2.91554,1
0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1.599967,1
0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1.599967,1
0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1.599967,1
1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1.599967,1
1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1.599967,1
0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1.599967,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.599967,1
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2.577767,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.577767,1
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.577767,1
0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,2.577767,1
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.244433,1
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2.244433,1
0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2.244433,1
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2.244433,1
