encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,1,0,0,1,0,0,0,0,1,0,1.0,1
0,0,0,0,0,1,0,1,0,0,0,1.805556,1
0,0,0,0,1,0,0,0,0,1,0,2.316239,1
1,1,0,0,0,1,0,0,0,0,0,1.901235,1
0,1,0,0,1,0,0,0,0,0,0,1.8,1
1,1,1,0,0,0,0,0,0,1,0,2.063492,1
1,1,0,0,1,0,0,0,1,0,1,0.333333,0
1,1,0,0,0,1,0,1,0,0,0,1.37037,1
0,0,0,0,1,0,0,1,0,0,0,0.333333,1
0,0,0,1,0,0,0,1,0,0,0,0.333333,1
0,1,0,0,1,0,0,1,1,1,0,2.194444,1
0,1,0,0,0,0,1,0,0,1,0,2.088889,1
1,1,0,0,1,0,0,0,0,0,0,2.314815,1
0,1,0,1,0,0,0,1,1,1,0,2.044444,1
1,0,0,1,0,0,0,0,1,1,0,1.805556,1
0,0,0,0,1,0,0,0,0,1,1,0.666667,1
0,0,0,0,0,1,0,0,1,1,0,1.777778,1
0,0,0,0,0,1,0,1,0,1,0,1.777778,1
0,1,0,0,0,1,0,0,0,0,0,2.277778,1
0,0,0,0,0,1,0,0,0,0,0,2.111111,1
1,1,0,0,1,0,0,0,0,0,1,1.777778,1
