NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,1,0,0,0,0,0,0,0,0,1,0,0,8,160,0,2.923456,1
0,0,0,1,0,0,1,0,0,1,0,1,0,8,8,1,2.923456,1
1,1,0,0,0,1,0,0,0,1,1,1,0,8,160,0,2.34222,1
0,0,0,1,0,0,0,0,0,0,1,0,0,8,160,0,2.739671,1
1,0,1,1,0,0,0,0,1,0,0,1,0,8,8,1,1.9,1
0,0,1,1,1,0,0,0,0,1,0,1,0,8,8,1,1.3333,1
1,1,0,0,0,0,1,0,0,1,0,0,0,48,8,0,1.3333,1
0,0,1,1,0,0,1,0,0,1,0,0,0,22,160,0,1.3333,1
0,0,0,0,1,1,0,0,0,0,0,0,1,22,320,0,1.3333,1
0,0,0,1,0,0,1,0,0,0,0,0,0,44,320,0,1.3333,1
0,0,0,1,0,1,1,0,0,0,0,0,0,8,160,0,1.9,1
0,0,0,1,0,0,1,0,0,1,0,0,0,8,160,0,1.9,1
0,0,1,1,0,0,1,0,0,1,0,1,0,8,8,1,1.6667,1
0,1,0,0,0,0,0,1,0,0,0,0,0,8,8,0,2.518533,1
0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,0,2.518533,1
1,0,0,1,0,0,0,1,0,0,0,1,0,8,8,1,2.1333,1
0,0,0,1,0,0,1,0,0,1,0,1,0,8,8,0,2.1333,1
