OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.78668,1
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.066667,1
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.444467,1
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1.444467,1
1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1.444467,1
0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1.444467,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.488917,1
1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1.444467,1
0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1.444467,1
0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1.444467,1
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.7111,1
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2.455567,1
1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1.7111,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.455567,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2.455567,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1.7111,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2.200033,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.200033,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.200033,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.200033,1
