encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,0,0,0,0,1,0,0,1,0,2.713533,1
0,1,1,0,0,0,0,1,0,0,0,2.236105,1
1,0,0,0,0,0,1,1,0,0,0,2.13888,1
1,1,0,0,0,0,1,1,0,1,0,1.111067,0
1,1,0,0,1,0,0,0,1,1,1,1.111067,0
0,1,1,0,0,0,0,1,1,1,0,1.111067,0
1,1,0,0,0,0,1,1,1,0,0,1.111067,0
0,0,0,0,0,0,1,1,0,1,0,1.111067,0
0,0,0,0,0,0,1,1,1,0,0,1.111067,0
0,0,0,0,1,0,0,1,1,0,1,1.1667,0
1,0,0,0,1,0,0,0,1,0,1,2.534717,1
0,0,0,0,1,0,0,0,1,0,1,2.479158,1
0,1,0,0,1,0,0,1,1,1,1,1.97685,1
0,1,0,0,1,0,0,1,1,0,1,2.14444,1
1,1,0,0,0,1,0,1,0,0,0,1.305567,0
0,0,0,0,0,1,0,0,0,1,0,2.097217,1
0,0,0,0,1,0,0,0,0,1,0,2.412686,1
1,0,1,0,0,0,0,0,0,1,0,2.215258,1
1,1,0,0,1,0,0,0,0,1,0,2.294427,1
0,1,0,0,1,0,0,0,1,0,1,2.388867,1
0,1,0,0,1,0,0,0,0,0,1,1.93055,1
1,1,0,0,1,0,0,0,0,0,0,1.999983,1
0,0,0,0,0,1,0,0,0,0,0,2.092567,1
0,1,0,0,1,0,0,0,0,0,0,1.91665,1
0,0,0,0,1,0,0,0,1,0,0,1.999967,1
1,1,0,1,0,0,0,0,0,0,0,2.101833,1
1,1,0,0,1,0,0,0,0,0,1,1.958333,1
0,0,0,0,0,1,0,0,1,0,0,1.958317,1
