NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,1,1,0,0,0,0,1,1,0,1,0,8,8,2,2.863486,1
0,0,0,0,0,0,0,0,1,0,0,1,1,8,8,2,2.863486,1
1,0,1,0,0,0,0,0,0,1,1,1,1,8,8,1,2.863486,1
0,0,0,0,0,0,1,0,0,0,0,1,1,22,8,0,1.3444,1
1,0,0,0,0,0,1,0,0,1,0,0,1,22,8,0,1.3444,1
0,0,1,1,0,0,1,0,0,0,0,1,0,44,160,0,1.3444,1
1,0,1,0,0,0,0,0,0,1,1,1,1,22,8,1,1.3444,1
1,1,0,0,0,0,0,1,0,0,0,0,0,22,8,0,1.85555,1
0,0,0,1,1,1,0,0,0,0,0,0,0,22,8,0,1.3444,1
0,0,0,0,1,0,0,0,0,0,0,1,1,22,8,0,1.3444,1
1,0,1,1,0,0,0,0,1,0,0,1,0,8,8,1,2.1389,1
1,1,1,0,1,0,0,0,0,1,0,1,0,22,8,0,2.1389,1
0,1,0,0,0,1,0,0,0,1,1,0,0,22,160,0,1.6167,1
0,0,0,0,0,0,0,0,1,0,0,1,1,8,8,0,2.36665,1
1,1,1,0,0,0,0,0,1,1,0,1,0,8,8,2,1.9111,1
1,0,1,1,0,0,0,0,1,1,0,1,0,8,8,0,2.0722,1
1,0,1,1,0,0,1,0,0,0,0,1,0,8,8,0,2.0722,1
0,0,1,1,0,0,1,0,0,1,0,1,0,8,8,0,2.0722,1
