NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,0,0,0,0,0,0,0,1,0,0,0,1,8,8,1,2.555556,1
1,0,1,0,0,1,0,1,0,1,0,0,1,8,320,0,2.575,1
1,0,1,0,0,1,1,0,0,1,0,0,1,8,320,0,1.4,0
1,0,1,1,0,0,0,0,1,0,0,1,0,22,8,1,1.4,0
1,0,1,0,0,1,1,0,0,1,0,0,1,22,320,0,1.4,1
0,0,1,1,1,0,0,0,0,1,0,1,0,22,8,0,1.4,0
0,0,0,1,0,0,1,0,0,0,0,0,0,48,8,2,1.4,1
0,0,1,0,1,0,0,0,0,1,0,1,1,22,8,1,1.4,1
1,0,1,0,0,1,0,1,0,1,0,1,1,48,160,0,1.4,1
1,0,1,0,0,1,0,0,1,1,0,1,1,48,160,0,1.4,1
0,0,1,1,0,0,0,1,0,1,0,1,0,8,8,0,2.3,1
1,0,1,0,0,1,0,1,0,1,0,1,1,8,320,0,1.933333,1
0,0,0,0,0,0,0,1,0,0,0,0,1,8,320,0,1.7,1
0,0,0,0,0,0,0,0,1,0,0,0,1,8,320,0,1.4,1
0,1,1,0,0,0,0,0,0,0,1,1,0,22,160,0,1.4,1
0,0,0,0,0,0,0,0,0,0,1,0,1,8,320,0,1.7,1
0,0,0,0,0,0,0,0,1,0,0,1,1,8,8,1,2.0,1
0,0,1,0,0,1,0,1,0,1,0,1,1,8,320,0,1.4,1
1,0,1,0,0,1,0,1,0,1,0,1,1,8,8,0,1.7,1
1,0,1,0,0,0,0,1,0,1,0,1,1,8,8,0,1.7,1
0,0,0,1,0,0,0,0,1,0,0,0,0,8,320,0,1.7,1
0,0,1,0,0,0,0,0,1,1,0,1,1,8,8,1,1.6,1
1,0,1,0,0,0,0,1,0,1,0,1,1,8,8,1,1.6,1
