NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
1,1,1,0,0,1,1,0,0,1,0,1,0,8,8,0,0.69
1,1,1,0,0,0,1,0,0,1,0,1,0,8,8,1,0.85
1,1,0,0,0,0,1,0,0,1,0,1,0,8,8,1,0.86
0,1,0,0,0,0,1,0,0,0,0,0,0,22,8,1,0.97
1,0,1,0,0,0,1,0,0,1,0,1,1,8,8,1,1.15
1,1,1,0,0,0,1,0,0,1,0,1,0,22,8,0,1.18
0,1,0,0,0,0,1,0,0,0,0,0,0,22,8,0,1.24
1,1,1,0,0,1,1,0,0,1,0,1,0,22,8,0,1.25
1,1,0,0,0,0,1,0,0,1,0,1,0,22,8,0,1.27
1,1,1,0,0,0,1,0,0,1,0,1,0,22,8,1,1.44
0,1,0,0,0,0,0,0,1,0,0,1,0,8,320,0,1.52
1,0,0,0,0,0,0,0,1,1,0,1,1,8,8,2,1.68
1,1,0,0,0,0,1,0,0,0,0,0,0,22,8,2,1.69
0,1,0,0,0,0,1,0,0,1,0,0,0,22,8,0,2.19
0,0,0,0,1,0,0,0,0,1,0,0,1,22,8,1,2.34
1,0,1,1,0,1,0,0,0,1,1,1,0,22,8,0,2.53
1,0,1,1,1,1,0,0,0,1,0,0,0,22,8,0,2.63
1,0,1,1,1,1,0,0,0,1,0,0,0,22,160,0,2.7
1,0,1,0,0,0,1,0,0,1,0,1,1,48,8,0,2.88
0,0,0,0,1,0,0,0,0,1,0,0,1,22,8,0,2.97
