OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2.452917,1
0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1.063514,0
1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2.311114,1
1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1.063514,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.063514,0
1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1.063514,0
1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1.063514,0
1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1.063514,0
1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1.063514,0
0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1.452895,1
1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2.67196,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1.9037,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2.191264,1
1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1.361871,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2.317471,1
0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1.438129,0
0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1.438129,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2.154505,1
1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2.169305,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.625386,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2.031757,1
0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1.625386,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.9111,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.154505,1
0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2.154505,1
0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1.941264,1
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.8667,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.8667,1
0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1.542857,1
1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1.542857,1
