encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,1,0,1,0,0,0,1,1,1,0,6.28
0,1,0,0,0,0,1,0,0,1,0,5.3
0,1,0,0,1,0,0,1,1,1,0,6.21
0,0,0,0,1,0,0,0,0,1,0,6.08
1,0,1,0,0,0,0,0,0,1,0,5.41
1,1,0,1,0,0,0,0,0,0,0,6.08
0,1,0,1,0,0,0,1,0,0,0,6.21
0,1,0,0,1,0,0,1,1,0,1,6.14
1,1,0,0,1,0,0,0,0,0,0,6.25
0,0,0,0,1,0,0,0,0,0,1,6.49
1,1,0,0,0,1,0,0,0,0,0,6.24
0,0,0,1,0,0,0,1,1,1,0,6.47
0,0,0,0,0,1,0,0,0,0,0,6.21
1,1,0,0,1,0,0,0,0,1,0,6.2
1,0,0,0,0,0,1,0,0,1,0,6.29
0,0,0,0,0,1,0,0,1,0,0,6.19
1,1,0,0,0,1,0,1,0,0,0,6.55
0,1,0,0,1,0,0,1,1,1,1,6.08
0,1,1,0,0,0,0,1,0,1,0,8.46
0,1,0,1,0,0,0,1,0,1,0,8.66
0,0,0,0,0,1,0,0,1,0,0,6.19
0,1,0,0,0,0,1,0,0,1,0,5.3
0,1,0,1,0,0,0,1,0,0,0,6.21
0,1,0,0,1,0,0,1,1,0,1,6.14
0,0,0,0,1,0,0,0,0,1,0,6.08
0,1,0,1,0,0,0,1,1,1,0,6.28
0,0,0,0,1,0,0,1,1,0,1,6.5
0,0,0,1,0,0,0,0,0,1,0,8.69
0,1,1,0,0,0,0,1,0,1,0,8.46
0,1,0,1,0,0,0,1,0,1,0,8.66
0,1,0,0,1,0,0,0,1,0,0,13.11
1,1,0,0,1,0,0,0,1,1,1,9.28
0,1,0,1,0,0,1,0,0,0,0,163.82458316754855
1,1,0,0,1,0,1,0,0,1,0,163.82725862462368
0,1,0,0,0,1,0,1,0,0,0,11.78
1,1,0,1,1,0,0,1,0,1,1,163.8270409050734
1,1,0,1,0,0,0,0,0,1,0,9.99
0,0,0,0,1,0,0,1,0,1,0,9.12
0,1,0,1,1,0,0,1,0,0,0,163.82866656603508
0,1,0,1,0,0,0,0,1,0,1,163.8250823767401
1,0,0,0,1,0,0,1,0,0,0,9.92
0,0,0,0,0,0,0,0,0,0,0,163.82115141677255
0,1,0,0,0,0,0,0,0,1,0,163.82229517685548
0,1,1,0,0,0,1,0,0,1,0,163.82866878918702
0,0,0,0,1,1,0,1,1,1,1,163.827765100118
0,0,1,0,1,0,0,0,0,1,0,163.82215420905095
0,0,0,0,0,1,0,0,1,1,1,163.82709247917566
0,0,0,0,1,0,0,1,0,0,0,13.48
1,0,0,0,1,1,0,1,1,0,1,163.82280380574218
0,1,0,0,1,0,0,0,0,0,0,6.47
0,1,0,0,0,1,1,0,0,0,0,163.82671830182312
0,1,0,0,1,0,0,0,0,1,0,12.77
0,1,0,0,1,1,1,1,0,1,0,163.82604216690754
0,0,0,0,0,0,1,0,0,1,0,81.53
1,1,0,0,1,1,0,0,0,1,0,163.82743987946048
1,0,0,1,0,0,0,0,0,0,0,16.59
0,1,0,1,0,0,0,1,1,0,0,93.78
0,0,0,0,0,1,0,0,0,1,0,6.08
1,1,0,1,0,0,0,1,0,1,0,12.11
0,0,0,0,1,0,0,0,0,0,0,6.48
0,1,0,1,0,0,0,0,1,0,0,8.38
0,1,0,0,1,0,0,1,0,0,0,9.91
1,1,0,0,1,0,0,1,1,0,1,91.24
0,0,1,0,0,0,1,0,1,1,0,163.82208487063807
1,0,1,0,1,0,0,0,0,1,0,163.82581888460464
1,0,0,0,0,1,0,0,1,1,1,163.82161660196786
1,1,0,0,1,1,0,0,1,0,0,163.8250698515556
0,0,0,0,0,1,0,1,1,1,1,163.82485597158325
1,1,1,0,1,0,0,1,0,1,1,163.8220205982299
0,1,0,0,0,0,0,1,0,1,0,163.82769147543837
0,1,0,1,0,0,0,0,0,1,0,81.16
0,0,0,0,1,0,1,0,0,1,0,163.82478525717718
0,0,0,0,0,1,0,1,0,1,0,6.52
0,1,0,0,0,1,0,0,1,0,0,8.99
0,0,0,0,0,0,0,0,0,1,0,163.82523575002912
0,0,0,1,1,0,0,1,0,1,0,163.82390469539115
0,1,0,0,0,0,1,1,0,0,0,16.06
0,1,0,0,0,1,0,0,0,1,0,17.1
1,1,1,1,0,0,0,0,0,0,0,163.8218313032489
0,0,0,1,0,0,1,0,0,1,0,163.82190783821756
1,1,0,0,0,1,0,0,1,0,0,8.4
0,0,0,0,1,0,0,0,0,1,1,6.33
1,1,0,1,0,0,0,0,1,0,0,11.71
0,1,0,1,0,1,0,1,1,0,1,163.8273492144332
0,0,0,0,1,0,1,0,1,1,0,163.82826929015633
1,1,1,0,1,0,0,0,1,1,1,163.8282105875235
1,1,0,0,1,0,0,0,1,1,0,11.72
0,0,0,0,1,1,0,0,1,1,0,163.82618499119545
0,1,0,0,0,0,0,1,1,0,0,163.82118720581826
0,1,0,0,0,1,1,0,0,1,0,163.82591103817987
