encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,1,0,0,0,1,0,1,0,0,0,1.40625,1
0,1,0,0,1,0,0,0,0,0,0,2.075,1
0,1,1,0,0,0,0,1,0,0,0,1.910714,1
1,0,0,0,1,0,0,0,1,0,0,2.402778,1
0,0,0,0,1,0,0,0,0,1,0,1.861111,1
0,0,0,0,1,0,0,0,0,0,0,1.0,1
0,0,0,0,1,0,0,0,0,1,1,0.916667,1
0,0,0,0,0,1,0,1,0,1,0,0.916667,1
0,0,0,0,1,0,0,1,1,0,1,1.125,1
0,0,0,0,0,1,0,1,0,0,0,1.325,1
1,1,0,0,1,0,0,0,0,1,0,1.96875,1
1,1,0,1,0,0,0,0,0,0,0,2.275,1
0,0,0,0,0,1,0,0,0,0,0,2.333333,1
1,0,0,0,1,0,0,0,1,0,1,2.208333,1
1,1,0,0,1,0,0,0,0,0,0,2.0,1
0,0,0,0,1,0,0,0,1,0,0,1.875,1
1,0,0,0,0,0,1,0,1,0,0,2.125,1
0,1,0,0,1,0,0,1,1,0,1,1.875,1
0,0,0,0,0,1,0,0,1,0,0,2.0,1
0,1,0,0,0,1,0,0,0,0,0,2.0,1
