NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,0,0,0,0,0,1,0,0,0,0,1,8,8,0,2.866671,1
0,0,1,0,0,0,0,0,0,0,1,0,1,8,8,0,2.866671,1
0,0,0,0,0,0,0,0,1,0,0,0,1,22,8,1,1.3667,1
0,0,1,0,0,0,0,0,1,0,0,0,1,22,8,0,1.3667,1
0,0,0,0,0,0,0,0,1,1,0,0,1,22,8,0,1.3667,1
1,0,1,1,1,0,0,0,0,1,0,1,0,44,8,0,1.3667,1
1,1,1,0,1,1,0,0,0,1,0,1,0,48,160,0,1.3667,1
0,1,1,0,0,0,0,1,0,0,0,0,0,44,8,2,1.3667,1
1,0,1,0,0,0,0,0,1,1,0,0,1,22,8,0,1.3667,1
0,0,0,0,0,0,0,0,1,0,0,0,1,44,8,0,1.3667,1
1,0,1,0,0,1,0,0,0,0,1,1,1,8,8,0,2.616667,1
0,0,0,0,0,0,0,0,0,0,1,0,1,8,8,0,2.616667,1
0,0,0,0,0,0,0,1,0,0,0,0,1,8,8,0,2.616667,1
0,0,1,0,0,0,0,0,1,1,0,1,1,22,8,1,1.55,1
1,0,0,0,0,1,0,0,0,0,1,0,1,8,320,0,1.55,1
0,0,1,0,0,0,0,0,1,0,0,0,1,22,8,1,1.55,1
0,0,0,0,0,0,0,0,0,0,1,1,1,8,8,0,2.4,1
1,0,0,0,0,0,0,1,0,0,0,0,1,8,320,0,2.4,1
0,0,0,0,0,0,0,0,0,0,1,1,1,8,320,0,1.9556,1
0,0,0,0,0,0,0,1,0,0,0,0,1,8,320,0,2.0944,1
