NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,1,0,0,0,1,0,0,1,0,1,0,8,8,1,2.90668,1
1,0,1,1,0,0,1,0,0,0,0,1,0,8,8,1,2.90668,1
1,1,1,0,0,0,0,0,0,0,1,1,0,22,8,0,2.90668,1
1,0,1,1,0,1,0,1,0,1,0,1,0,22,160,0,1.511067,1
1,1,1,0,0,0,0,1,0,1,0,1,0,22,8,0,1.511067,1
0,0,1,1,0,0,1,0,0,1,0,1,0,22,8,0,1.511067,1
0,1,0,0,1,0,0,0,0,0,0,0,0,22,160,0,1.511067,1
1,1,1,0,0,0,1,0,0,1,0,0,0,44,8,0,1.511067,1
0,0,1,1,0,0,1,0,0,1,0,0,0,44,8,0,1.511067,1
0,1,0,0,0,1,0,0,1,0,0,0,0,48,320,0,1.511067,1
1,1,1,0,0,1,0,1,0,1,0,1,0,22,8,0,1.8667,1
1,1,1,0,0,1,1,0,0,1,0,1,0,22,8,0,2.588917,1
1,0,1,1,0,0,1,0,0,1,0,1,0,22,8,0,2.588917,1
1,0,1,1,0,1,0,1,0,1,0,1,0,22,8,0,1.8667,1
1,1,1,0,0,0,1,0,0,1,0,1,0,22,8,0,2.311133,1
1,1,1,0,0,0,1,0,0,0,0,0,0,22,160,0,2.311133,1
