encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,1,0,1,0,0,0,1,1,1,0,8.97
0,0,0,0,0,1,0,1,1,1,0,9.33
1,1,0,1,0,0,0,0,0,0,0,10.03
0,0,1,0,0,0,0,1,1,1,0,10.72
0,0,0,0,0,1,0,1,0,1,0,10.73
1,1,0,1,0,0,0,1,1,1,0,13.7
0,0,0,0,1,0,0,1,0,1,1,14.65
1,0,0,1,0,0,0,0,0,1,0,14.68
1,0,0,1,0,0,0,1,1,0,0,14.74
0,0,0,0,1,0,0,1,0,1,0,14.91
0,0,0,0,1,0,0,1,1,1,0,14.92
0,0,0,0,0,1,0,1,1,0,0,14.93
1,1,0,0,0,1,0,0,0,1,0,18.34
1,1,0,1,0,0,0,0,1,0,0,18.5
0,0,0,0,1,0,0,1,0,0,0,23.62
0,0,1,0,0,0,0,1,0,0,0,25.21
0,1,0,1,0,0,0,0,0,1,0,162.99
1,0,0,0,0,0,1,1,1,0,0,170.29
1,0,0,0,0,1,0,1,0,1,0,226.47
1,0,0,0,1,0,0,1,0,1,1,226.51
