encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,1,0,0,0,1,0,1,0,0,0,2.2,1
0,0,0,0,0,1,0,0,1,0,0,2.266667,1
0,1,0,0,1,0,0,1,1,1,0,2.2,1
1,1,1,0,0,0,0,0,0,1,0,1.6,1
1,1,0,0,0,1,0,0,0,0,0,2.555556,1
0,0,0,0,0,1,0,1,1,1,0,1.6,1
1,1,0,0,1,0,0,0,0,0,0,2.457143,1
1,1,0,0,1,0,0,0,0,1,0,1.9,1
0,0,0,0,0,1,0,0,1,1,0,1.8,1
0,0,0,0,1,0,0,1,1,0,1,2.0,1
0,0,0,0,0,1,0,0,0,0,0,1.6,1
0,0,0,0,1,0,0,0,0,1,0,1.7,1
0,0,0,0,1,0,0,0,0,0,0,1.6,1
1,1,0,0,1,0,0,0,0,0,1,1.7,1
1,1,0,1,0,0,0,0,0,0,0,1.2,1
0,1,0,1,0,0,0,1,0,0,0,1.6,1
