encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,1,0,1,0,0,0,0,0,0,0,2.6,1
1,0,1,0,0,0,0,0,1,0,0,2.2,1
0,0,0,0,0,1,0,0,1,0,0,2.5,1
0,0,0,0,0,0,1,0,1,0,0,2.6,1
0,1,0,0,1,0,0,1,1,1,0,2.9,1
1,1,0,0,1,0,0,0,0,0,0,2.7,1
0,1,0,0,1,0,0,0,0,0,0,2.4,1
0,0,0,0,0,1,0,1,0,1,0,2.0,1
0,0,0,0,0,1,0,1,0,0,0,2.6,1
1,1,0,0,0,1,0,0,1,0,0,1.2,0
0,0,0,0,1,0,0,0,0,1,0,2.5,1
0,1,0,0,0,1,0,0,0,0,0,1.8,1
1,0,0,0,0,0,1,0,1,0,0,1.8,1
0,1,0,0,1,0,0,0,0,0,1,2.2,1
0,0,0,0,0,1,0,0,0,0,0,1.9,1
1,1,1,0,0,0,0,0,0,1,0,2.2,1
0,1,0,0,0,0,1,0,0,1,0,2.4,1
0,0,0,0,1,0,0,0,1,0,0,1.8,1
0,0,0,0,0,1,0,0,0,1,0,2.0,1
1,0,0,0,1,0,0,0,1,0,1,2.0,1
0,0,0,0,0,1,0,0,1,1,0,2.1,1
