encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,0,0,1,0,0,1,1,0,1.897959,1
0,1,0,0,1,0,0,1,1,1,0,1.928571,1
0,0,0,0,0,1,0,0,0,0,0,2.333333,1
0,1,0,1,0,0,0,1,1,1,0,1.952381,1
0,1,0,0,0,1,0,0,0,0,0,1.979592,1
0,0,0,0,1,0,0,0,1,0,0,0.714286,1
0,0,0,1,0,0,0,1,1,0,0,2.285714,1
0,1,0,1,0,0,0,1,0,0,0,2.25,1
0,0,0,0,1,0,0,0,1,0,1,1.714286,1
1,1,0,0,0,1,0,0,0,0,0,1.885714,1
1,1,0,0,1,0,0,0,0,1,0,2.0,1
0,0,0,0,0,1,0,1,0,0,0,1.619048,1
0,0,0,0,1,0,0,0,0,1,0,2.178571,1
1,0,0,0,0,0,1,0,1,0,0,2.0,1
0,0,0,0,0,0,1,0,1,0,0,2.0,1
0,0,0,0,0,1,0,0,0,1,0,2.0,1
