encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,1,0,0,0,0,1,0,0,0,2.08666,1
0,1,0,1,0,0,0,1,1,1,0,2.08666,1
0,0,0,0,1,0,0,0,0,1,0,2.192583,1
1,1,0,0,0,0,1,0,0,0,0,1.804433,1
0,0,0,0,0,1,0,0,0,0,0,0.822233,1
0,1,0,0,0,0,1,0,0,1,0,2.26295,1
1,0,0,0,1,0,0,0,1,0,0,1.577767,1
0,0,0,0,0,0,1,0,1,0,0,2.204922,1
0,0,0,1,0,0,0,1,1,1,0,1.5963,1
0,1,0,0,1,0,0,0,0,0,0,1.244433,1
1,0,0,0,0,0,1,0,0,1,0,1.944433,1
0,1,0,0,0,1,0,0,0,0,0,1.677767,1
1,1,0,0,0,1,0,0,0,0,0,2.085167,1
1,0,0,0,0,0,1,0,1,0,0,1.851833,1
1,1,0,0,1,0,0,0,0,1,0,1.633317,1
1,1,0,1,0,0,0,0,0,0,0,1.899983,1
