encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,1,0,0,1,0,0,0,0,0,0,2.022233,1
1,0,0,0,1,0,0,0,1,0,1,2.216164,1
0,1,0,0,1,0,0,0,1,0,1,2.14668,1
1,1,0,0,1,0,0,0,0,1,0,2.025933,1
0,0,0,0,0,1,0,1,0,0,0,1.751833,1
0,0,0,0,1,0,0,1,1,0,1,1.048167,0
1,1,0,0,0,1,0,1,0,0,0,1.3185,1
0,0,0,1,0,0,0,1,1,0,0,2.20889,1
1,0,1,0,0,0,0,0,0,1,0,2.22667,1
0,0,1,0,0,0,0,1,1,1,0,1.711125,1
0,0,0,0,0,1,0,0,1,1,0,1.911133,1
0,0,0,0,1,0,0,0,1,0,1,1.0556,1
0,1,0,0,1,0,0,1,1,0,1,2.15334,1
0,0,0,0,1,0,0,0,0,1,0,1.937067,1
0,0,0,0,1,0,0,0,0,0,1,1.21115,1
1,1,0,0,1,0,0,0,0,0,1,0.9556,0
0,0,0,0,0,1,0,0,0,0,0,1.570367,1
0,1,0,0,0,1,0,0,0,0,0,1.629633,1
0,0,0,0,1,0,0,0,1,0,0,1.811125,1
0,1,0,1,0,0,0,1,0,0,0,1.7,1
0,1,1,0,0,0,0,1,0,0,0,1.7889,1
0,0,0,0,0,1,0,0,1,0,0,1.7889,1
