OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,2.351852,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2.606061,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.261905,1
0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0.666667,0
0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0.666667,1
0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0.666667,0
0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0.666667,0
0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1.555556,1
1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0.666667,1
1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0.666667,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2.466667,1
0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1.833333,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.0,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1.583333,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.055556,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1.666667,1
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1.833333,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.666667,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1.75,1
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1.5,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1.833333,1
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.833333,1
