auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
0,0,0,1,0,0,0,0,0,0,0,1,0.844422,0
0,0,0,1,0,0,0,1,0,1,0,0,0.844422,0
0,0,0,1,0,0,0,1,0,0,0,0,1.455528,0
1,0,1,1,0,0,0,0,0,1,0,0,1.551098,0
0,0,0,0,0,0,1,0,0,1,0,0,1.455539,0
0,0,0,0,0,0,1,0,0,0,0,0,1.594425,0
0,0,0,0,0,0,0,1,0,0,0,0,1.455528,0
0,0,1,0,1,0,0,1,0,0,0,0,0.844422,0
0,0,0,0,0,0,1,0,1,0,0,0,0.844422,0
0,0,0,0,0,1,1,0,0,0,0,0,1.7,1
1,0,1,1,0,1,0,1,0,1,0,1,1.133333,0
1,0,1,1,0,1,0,0,0,0,0,0,1.133333,0
1,0,0,0,1,0,0,0,0,0,0,1,2.148133,1
1,0,0,0,1,0,0,0,0,0,0,0,1.477767,0
1,1,0,1,0,0,0,0,0,0,0,1,1.133333,0
1,0,0,1,0,0,0,0,0,0,0,0,2.148133,1
1,0,0,0,1,0,0,0,0,0,1,0,2.033322,1
1,0,1,0,1,0,0,0,0,0,1,0,2.148133,1
0,0,0,0,0,1,1,0,0,0,1,0,1.859256,1
1,0,0,0,0,0,0,1,0,0,1,1,1.377767,0
1,0,0,0,0,0,0,0,0,0,1,0,2.081467,1
0,0,0,0,0,0,1,0,0,0,1,0,1.044444,0
0,0,0,0,0,0,0,1,0,0,1,1,1.044444,0
0,0,0,0,0,0,0,0,0,1,1,0,1.677761,1
0,0,0,0,0,0,0,1,0,1,1,0,1.044444,0
0,0,1,0,0,0,0,0,0,0,1,1,1.044444,0
0,0,0,0,0,0,0,0,0,1,1,1,1.044444,0
0,0,0,0,0,0,0,1,0,1,1,1,1.044444,0
1,0,0,1,0,0,0,0,0,0,1,0,1.377756,0
1,0,1,0,0,0,0,0,0,0,1,0,1.377756,0
0,0,1,1,0,0,0,0,0,0,0,0,1.399967,0
0,0,1,0,1,0,0,0,0,0,0,1,1.399967,0
0,0,0,0,0,0,1,1,0,0,0,0,1.399967,0
0,0,0,1,0,0,0,1,0,0,0,1,1.399967,0
0,0,0,0,1,0,1,0,0,0,0,0,1.399967,0
0,0,0,0,0,0,0,0,0,1,0,1,1.511089,0
0,0,0,0,1,0,0,0,0,0,0,0,1.399967,0
0,0,0,0,0,0,1,0,0,0,0,1,1.288878,0
1,0,0,0,0,0,0,0,0,0,0,0,1.888872,1
0,0,0,0,0,0,1,1,0,0,0,1,1.288878,0
1,0,0,0,0,0,1,0,0,0,0,1,1.288878,0
0,0,0,0,0,0,0,0,0,0,0,1,1.288878,0
0,0,0,0,0,0,0,1,0,0,0,1,1.288878,0
0,0,0,0,0,1,1,0,0,1,0,0,1.666689,1
0,0,0,0,0,1,0,0,0,0,1,0,1.766661,1
0,0,0,0,0,1,0,0,0,1,1,0,1.666689,0
0,0,1,0,0,1,1,0,0,0,0,0,1.766661,1
1,0,0,0,1,1,0,0,0,0,1,0,1.666689,1
1,0,0,1,0,1,0,0,0,0,0,0,1.666689,1
0,0,0,0,0,1,0,0,0,0,0,1,1.766661,1
0,0,0,0,0,1,0,0,0,0,0,0,1.766661,1
0,0,0,0,0,0,0,0,0,0,1,0,1.5333,0
0,0,0,0,0,0,1,0,0,0,1,1,1.5333,0
0,1,1,0,0,0,0,0,0,0,1,0,1.5333,0
0,0,0,0,0,0,0,0,1,0,1,1,1.5333,0
1,1,0,0,1,0,0,0,0,0,1,0,1.933311,1
1,0,0,0,0,0,1,0,0,1,0,0,1.933311,1
1,0,0,0,0,0,0,0,0,1,0,0,1.933311,1
1,0,1,0,1,0,0,0,0,0,0,0,1.933311,1
