encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,0,1,0,0,0,1,0,1,2.106667,1
0,1,0,0,1,0,0,0,1,0,1,1.901233,1
0,1,0,0,1,0,0,1,1,1,0,2.338897,1
0,1,1,0,0,0,0,1,0,0,0,1.977767,1
0,1,0,0,1,0,0,1,1,1,1,1.1185,1
0,0,0,1,0,0,0,1,1,0,0,1.552383,1
0,0,0,0,1,0,0,0,1,0,1,1.699972,1
1,0,1,0,0,0,0,0,1,0,0,1.719993,1
0,0,0,0,1,0,0,1,0,0,1,1.408909,1
0,1,0,0,1,0,0,1,1,0,1,1.730856,1
0,1,0,0,1,0,0,0,0,0,1,0.688933,0
0,0,0,0,1,0,0,1,1,0,1,1.674089,1
0,0,0,0,1,0,0,0,0,0,1,1.300028,1
0,1,0,0,1,0,0,0,0,0,0,1.7926,1
0,0,0,0,1,0,0,0,1,0,0,1.000044,1
0,0,0,1,0,0,0,1,1,1,0,0.977756,1
1,1,0,0,1,0,0,0,0,0,1,1.611111,1
1,1,0,0,1,0,0,0,0,1,0,1.5111,1
0,0,1,0,0,0,0,1,1,1,0,1.511111,1
0,1,0,0,0,0,1,0,0,1,0,1.511111,1
1,0,0,0,1,0,0,0,1,0,0,1.511111,1
