encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,1,0,0,1,0,0,0,0,0,0,1.888889,1
1,1,0,0,1,0,0,0,0,0,1,1.222222,0
1,0,0,0,1,0,0,0,1,0,1,1.666667,1
0,1,0,0,1,0,0,0,1,0,1,1.666667,1
0,1,0,1,0,0,0,1,0,0,0,1.777778,1
0,0,0,0,0,1,0,1,0,0,0,1.111111,1
0,0,0,0,1,0,0,1,0,0,1,1.555556,1
0,1,0,0,1,0,0,0,0,0,0,1.666667,1
0,0,0,0,1,0,0,0,0,0,0,1.222222,1
0,0,1,0,0,0,0,1,1,1,0,0.777778,1
1,0,0,1,0,0,0,0,1,1,0,1.666667,1
0,0,0,0,1,0,0,1,1,0,1,1.222222,1
0,1,0,0,1,0,0,1,1,1,1,1.555556,0
1,0,0,0,1,0,0,0,1,0,0,1.444444,1
0,1,0,0,1,0,0,1,1,0,1,1.444444,1
1,1,0,0,1,0,0,0,0,1,0,0.777778,1
0,0,0,1,0,0,0,1,1,1,0,1.0,1
0,0,0,0,1,0,0,0,0,0,1,1.111111,0
0,0,0,0,1,0,0,0,1,0,1,0.777778,1
0,1,0,1,0,0,0,1,1,1,0,1.333333,1
0,0,0,1,0,0,0,1,1,0,0,1.222222,1
0,0,0,0,1,0,0,0,1,0,0,1.0,1
0,0,0,0,1,0,0,0,0,1,0,1.111111,1
