encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,0,0,0,1,1,0,0,0,1.7778,1
0,1,1,0,0,0,0,1,0,0,0,2.851867,1
1,0,1,0,0,0,0,0,1,0,0,2.851867,1
1,1,0,0,0,1,0,0,0,0,0,2.851867,1
1,1,0,0,0,0,1,0,0,0,0,2.83335,1
0,0,0,0,0,1,0,0,1,1,0,1.7778,1
0,1,0,0,1,0,0,0,1,0,0,1.7778,1
1,1,0,0,0,0,1,1,0,0,0,1.7778,1
0,0,1,0,0,0,0,0,1,0,0,1.7778,1
1,0,0,0,1,0,0,1,1,0,0,1.7778,1
1,0,1,0,0,0,0,0,0,1,0,2.3889,1
1,1,0,0,1,0,0,0,0,1,0,2.3889,1
0,1,0,0,0,1,0,0,0,0,0,2.3889,1
