encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,1,0,0,0,0,1,1,0,1.583333,1
0,0,0,0,1,0,0,0,0,1,0,1.5,1
1,1,0,0,1,0,0,0,0,0,0,1.416667,1
0,0,0,0,1,0,0,1,0,0,1,1.5,1
0,0,0,0,1,0,0,0,1,0,0,1.416667,1
1,0,0,0,1,0,0,0,1,0,0,1.583333,1
1,0,0,0,1,0,0,0,1,0,1,1.833333,1
0,1,0,0,1,0,0,0,0,0,0,1.416667,1
0,0,0,0,1,0,0,0,0,0,0,0.333333,0
0,0,0,1,0,0,0,0,0,1,0,0.166667,0
1,0,0,0,0,0,1,1,0,0,0,1.0,1
0,1,0,0,1,0,0,0,1,0,1,1.5,1
1,1,0,0,0,1,0,0,0,0,0,1.416667,1
0,1,0,0,1,0,0,1,1,1,0,1.5,0
0,0,0,0,1,0,0,0,1,0,1,0.333333,1
0,0,0,0,0,1,0,0,1,0,0,1.416667,1
0,0,0,0,0,1,0,0,0,0,0,1.25,1
0,1,0,0,1,0,0,1,1,1,1,0.833333,1
1,0,0,0,0,0,1,0,0,1,0,1.166667,1
1,0,0,0,0,0,1,0,1,0,0,1.333333,1
0,1,0,0,0,0,1,0,0,1,0,1.333333,0
0,0,0,0,0,1,0,0,0,1,0,1.166667,1
0,1,0,0,1,0,0,1,1,0,1,1.333333,1
1,1,0,0,1,0,0,0,0,1,0,1.083333,0
0,0,0,0,0,1,0,0,1,1,0,1.083333,0
0,0,0,0,0,1,0,1,1,1,0,1.0,1
