OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1.088933,0
1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1.76448,1
1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.933367,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1.422267,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.097813,1
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1.76448,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.711133,0
1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1.088933,0
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1.088933,0
1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1.088933,0
1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1.2556,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.2556,0
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1.73335,1
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.444467,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2.2926,1
1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2.133333,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.262967,1
0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2.262967,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.088883,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.900017,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2.262967,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.088883,1
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.900017,1
1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1.7778,1
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.7778,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.7778,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.988867,1
1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1.988867,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.988867,1
