NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,1,1,0,1,0,0,1,1,0,1,0,8,8,0,2.913567,1
0,0,1,0,0,0,1,0,0,1,0,1,1,8,8,2,2.059233,1
1,1,1,0,0,0,0,1,0,1,0,1,0,8,8,2,2.922212,1
1,0,1,0,0,1,0,0,0,1,1,1,1,8,160,0,1.733367,1
0,0,1,1,0,1,1,0,0,0,0,0,0,22,160,0,1.2889,1
1,0,1,1,0,0,0,1,0,1,0,1,0,22,8,1,1.2889,1
1,0,0,1,0,0,1,0,0,1,0,0,0,22,8,0,1.2889,1
1,1,1,0,0,0,0,1,0,1,0,1,0,22,320,0,1.2889,1
1,1,1,0,0,0,0,1,0,1,0,1,0,44,8,0,1.2889,1
1,1,1,0,0,0,0,1,0,0,0,1,0,44,8,0,1.2889,1
1,0,1,1,0,0,0,0,1,1,0,1,0,8,8,0,2.71665,1
1,1,1,0,0,0,0,0,1,1,0,1,0,8,8,0,2.71665,1
1,0,0,0,0,1,0,0,1,1,0,1,1,8,8,0,1.94445,1
0,0,1,0,0,1,0,0,0,1,1,1,1,8,160,0,1.94445,1
1,0,1,1,0,0,0,1,0,1,0,1,0,8,8,0,2.503667,1
1,0,1,0,0,1,0,0,0,1,1,1,1,8,8,0,1.7333,1
0,0,0,1,0,0,0,1,0,1,0,1,0,8,8,0,2.28885,1
1,1,1,0,0,0,0,1,0,1,0,1,0,8,8,0,2.28885,1
1,0,1,1,0,0,0,0,1,1,0,1,0,8,8,2,2.1333,1
