NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,1,0,0,0,1,0,0,1,0,1,0,8,8,0,2.918522,1
1,1,1,0,0,1,1,0,0,1,0,1,0,8,160,0,2.918522,1
1,1,1,0,0,0,1,0,0,1,0,1,0,22,8,0,2.5111,1
1,0,1,0,0,1,0,0,1,1,0,1,1,8,160,0,1.762967,1
1,0,0,1,0,0,0,0,1,0,0,1,0,22,8,0,1.3333,1
0,0,1,0,1,0,0,0,0,0,0,1,1,8,8,1,1.75555,1
1,0,1,0,0,0,0,0,1,1,0,1,1,22,8,0,1.3333,0
0,1,0,0,0,0,0,0,0,0,1,0,0,44,8,2,1.3333,0
1,0,1,0,0,0,0,0,1,1,0,1,1,22,8,1,1.3333,1
1,0,0,0,0,0,1,0,0,1,0,1,1,22,8,0,1.3333,1
0,1,0,0,0,0,1,0,0,0,0,1,0,8,8,0,2.716675,1
1,1,1,0,1,0,0,0,0,1,0,1,0,8,160,0,2.325933,1
1,1,1,0,0,0,0,0,1,1,0,1,0,8,8,2,1.94445,1
0,1,1,0,1,0,0,0,0,0,0,1,0,8,8,1,1.7111,1
1,1,1,0,0,0,1,0,0,1,0,1,0,8,8,1,2.3,1
1,1,1,0,0,0,0,0,0,1,1,1,0,8,8,0,1.8889,1
1,1,1,0,0,1,0,0,0,1,1,1,0,8,8,0,1.8889,1
1,0,1,1,1,0,0,0,0,1,0,1,0,8,160,0,1.8889,1
1,0,1,1,1,1,0,0,0,1,0,1,0,8,160,0,1.8889,1
0,1,0,0,0,0,1,0,0,0,0,0,0,8,8,0,2.0889,1
1,1,1,0,0,1,0,1,0,1,0,1,0,8,160,0,2.0889,1
1,1,1,0,0,1,0,0,0,1,1,1,0,8,160,0,2.0889,1
