iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,90,1.9067,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,90,2.2889,1
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,90,1.533367,1
1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,90,1.0889,0
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,90,1.0889,0
1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,90,1.0889,0
1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,90,1.83335,1
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,90,1.0889,0
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,90,1.0889,0
0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,90,1.0889,0
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,90,2.0667,1
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,2.2815,1
1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,90,1.3556,1
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,90,1.3556,1
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,90,1.82225,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,2.222233,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,90,2.222233,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,90,1.4667,1
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,90,2.222233,1
0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,90,2.222233,1
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,90,1.5778,1
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,1.5778,1
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,90,1.5778,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,90,1.8222,1
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,90,1.8222,1
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,1.8222,1
