NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,0,1,0,0,0,0,1,0,0,1,0,8,8,1,2.856811,1
1,0,1,1,0,0,1,0,0,1,0,1,0,22,8,0,1.7037,1
1,1,1,0,0,0,0,0,0,0,1,1,0,22,8,0,2.43112,1
0,0,1,1,0,0,1,0,0,1,0,1,0,22,8,0,1.1333,0
0,1,0,0,0,0,0,1,0,0,0,0,0,22,8,0,1.637033,1
0,0,0,0,0,0,0,0,1,1,0,0,1,22,8,1,1.1333,1
1,0,0,0,0,1,1,0,0,1,0,1,1,22,8,0,1.1333,1
1,1,1,0,1,1,0,0,0,1,0,1,0,22,8,0,1.1333,1
1,1,1,0,1,0,0,0,0,0,0,1,0,22,8,0,1.6111,1
1,0,0,0,0,1,1,0,0,1,0,1,1,22,160,0,1.1333,1
1,1,1,0,0,0,1,0,0,1,0,1,0,8,8,0,2.67225,1
1,0,0,1,0,0,0,0,1,0,0,1,0,8,8,0,2.67225,1
1,1,1,0,1,0,0,0,0,1,0,1,0,22,8,0,1.4889,1
1,0,1,1,0,0,0,0,1,1,0,1,0,8,8,0,2.4667,1
1,0,1,1,0,0,0,0,1,0,0,1,0,8,8,1,2.02225,1
0,0,0,1,1,0,0,0,0,1,0,0,0,8,8,1,2.02225,1
1,1,1,0,1,1,0,0,0,1,0,0,0,8,8,0,2.3556,1
1,0,1,1,0,0,0,0,1,1,0,1,0,8,8,1,2.3556,1
1,1,1,0,1,1,0,0,0,1,0,1,0,8,8,0,2.1556,1
1,1,1,0,0,0,0,0,1,1,0,1,0,8,8,1,2.1556,1
1,0,1,1,0,0,0,0,1,0,0,1,0,8,8,0,2.1556,1
