auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
1,0,0,1,0,0,0,0,0,1,0,0,2.555556,1
1,0,0,1,0,0,0,0,0,0,1,0,1.444444,0
1,1,1,1,1,0,1,0,0,0,1,0,2.222222,1
1,1,0,1,0,0,0,0,0,1,0,0,2.222222,1
1,0,0,1,0,0,0,1,0,1,0,0,2.666667,1
1,0,0,1,1,0,0,1,1,1,0,1,1.222222,0
1,1,1,1,1,0,1,0,1,1,0,0,1.444444,0
1,1,1,1,1,0,1,1,1,1,0,0,1.444444,0
1,0,1,0,1,0,1,1,1,1,1,0,1.444444,0
1,1,0,1,1,0,0,1,1,1,1,0,1.222222,0
1,0,1,0,0,0,1,1,0,0,1,1,1.333333,0
0,0,0,1,0,0,0,0,0,1,0,0,1.666667,0
0,0,0,1,1,0,0,0,0,1,0,0,1.444444,0
0,0,0,1,1,0,0,0,0,0,0,0,1.666667,0
0,0,0,0,1,0,0,0,0,1,0,0,1.777778,0
0,0,0,0,0,0,1,0,0,1,0,0,1.777778,0
1,0,0,1,0,0,0,1,0,1,0,1,1.666667,0
1,0,0,0,0,0,0,0,0,1,0,0,1.444444,0
0,0,0,1,0,0,0,1,0,1,0,0,2.222222,1
1,0,0,1,0,0,0,0,0,0,0,0,2.222222,1
1,0,1,1,0,0,0,0,0,1,0,0,1.555556,0
0,0,0,0,1,0,0,0,0,0,1,0,1.666667,0
0,1,1,0,1,0,0,0,0,0,1,0,1.666667,0
0,0,0,0,0,0,0,0,0,1,1,0,2.222222,1
0,0,0,0,0,0,0,0,0,0,1,0,2.222222,1
0,0,0,0,0,0,0,1,0,1,1,0,1.666667,0
0,0,0,0,0,0,0,1,0,1,1,1,1.666667,0
0,0,0,0,0,0,1,1,1,0,1,0,1.666667,0
0,0,0,1,0,1,0,0,0,0,0,0,2.0,1
1,0,0,0,0,0,0,0,0,0,1,0,1.777778,0
1,0,0,0,1,0,0,0,0,0,1,0,1.777778,0
0,0,1,0,1,0,0,0,0,0,0,1,1.777778,0
0,0,1,0,0,0,0,0,0,0,0,1,1.777778,0
0,0,1,0,0,0,0,1,0,0,0,0,1.777778,0
0,0,0,0,0,0,0,0,0,0,0,0,1.777778,0
0,0,1,0,0,0,0,0,0,0,0,0,2.222222,1
0,0,0,1,0,0,0,0,0,0,1,0,1.777778,0
0,0,1,0,0,1,0,0,0,1,0,0,2.0,1
0,1,0,0,0,1,0,0,0,0,1,0,1.888889,0
0,1,0,1,0,1,0,0,0,0,0,0,1.888889,0
0,0,0,0,0,1,0,0,0,0,0,0,1.888889,0
0,0,0,1,0,1,0,0,0,0,1,0,1.888889,0
0,0,0,0,0,1,0,0,0,0,1,0,1.888889,0
1,0,0,1,0,1,0,0,0,0,0,0,1.888889,0
1,0,0,0,0,1,0,0,0,0,0,0,1.888889,0
0,0,0,0,0,1,1,0,0,0,1,1,1.888889,0
1,1,1,0,0,0,0,0,0,0,0,1,2.0,1
1,1,1,0,0,0,0,0,0,0,0,0,2.0,1
1,1,1,1,1,0,0,0,0,1,0,0,2.0,1
1,1,0,1,1,0,0,0,0,1,1,0,2.0,1
1,1,0,1,1,0,0,0,0,1,0,0,2.0,1
1,1,1,1,1,0,1,0,0,0,1,1,2.0,1
1,1,0,1,0,0,0,0,0,1,1,0,2.0,0
1,0,0,1,1,0,1,1,0,1,0,0,2.0,0
0,0,0,0,0,0,1,0,0,0,1,0,2.111111,1
0,0,0,0,0,0,0,0,0,0,0,1,2.111111,1
0,0,0,1,0,0,0,1,0,1,1,0,2.111111,1
