encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,0,0,1,0,0,0,0,0,1,0.75,0
0,0,0,0,0,1,0,0,1,1,0,1.78125,1
0,0,0,0,0,1,0,0,0,1,0,2.145833,1
1,1,1,0,0,0,0,0,0,1,0,1.825,1
1,1,0,0,1,0,0,0,0,0,0,1.839286,1
0,0,0,0,1,0,0,0,1,0,1,2.0,1
0,0,0,0,1,0,0,0,0,1,1,1.0,1
1,1,0,0,1,0,0,0,0,0,1,1.270833,1
0,0,0,0,1,0,0,0,1,0,0,0.75,1
0,0,0,0,1,0,0,0,0,0,1,1.09375,1
0,1,0,0,1,0,0,0,1,0,1,2.325,1
1,1,0,0,0,1,0,0,0,0,0,1.925,1
0,0,0,0,1,0,0,0,0,0,0,0.9375,1
0,1,0,0,0,1,0,0,0,0,0,2.25,1
0,0,0,0,1,0,0,0,0,1,0,2.0625,1
0,1,1,0,0,0,0,1,0,0,0,2.083333,1
0,1,0,0,1,0,0,1,1,0,1,2.25,1
1,1,0,0,1,0,0,0,0,1,0,1.8125,1
0,0,0,0,0,0,1,0,1,0,0,2.208333,1
0,1,0,0,1,0,0,0,0,0,0,1.75,1
0,0,0,0,0,1,0,0,1,0,0,2.208333,1
