NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,1,1,0,0,0,0,1,1,0,1,0,8,8,0,2.555556,1
0,0,0,1,0,0,0,1,0,1,0,1,0,8,8,1,2.24,1
0,0,0,1,0,0,1,0,0,0,0,0,0,8,8,1,2.342857,1
0,1,0,0,1,0,0,0,0,0,0,0,0,8,320,0,2.12,1
0,0,0,1,1,0,0,0,0,0,0,0,0,8,8,1,1.4,1
0,0,1,1,0,0,0,0,1,1,0,1,0,8,8,0,1.4,1
0,0,0,1,0,0,0,1,0,1,0,1,0,22,8,0,1.4,1
0,0,0,1,1,0,0,0,0,0,0,0,0,8,320,0,1.4,1
1,0,1,0,0,1,1,0,0,0,0,1,1,8,8,0,1.4,1
0,1,0,0,0,1,0,1,0,0,0,0,0,22,160,0,1.4,1
1,0,1,1,0,0,0,1,0,1,0,1,0,8,8,1,2.3,1
1,0,1,0,0,1,1,0,0,1,0,1,1,8,8,0,1.0,1
1,0,0,1,0,0,0,0,1,0,0,1,0,8,8,0,2.0,1
0,0,0,1,0,0,0,0,1,1,0,1,0,8,8,1,1.6,1
0,0,0,1,0,0,0,0,1,1,0,1,0,8,8,0,1.9,1
0,0,0,1,0,0,0,1,0,1,0,1,0,8,8,0,2.133333,1
1,0,0,1,0,0,1,0,0,0,0,1,0,8,8,1,1.8,1
1,0,1,1,0,0,0,0,1,1,0,1,0,8,8,2,1.4,1
