encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,1,0,0,0,1,0,1,0,2.51167,1
0,1,1,0,0,0,0,1,0,0,0,2.51167,1
0,0,0,0,0,1,0,0,0,1,0,2.63444,1
1,0,0,0,1,0,0,0,1,0,1,2.466967,1
1,1,0,0,1,0,0,0,0,0,1,1.337033,1
1,1,0,0,1,0,0,0,1,0,1,1.1611,0
0,0,0,0,1,0,0,1,1,0,1,1.1611,0
0,0,1,0,0,0,0,0,1,0,0,1.1611,0
1,0,0,0,1,0,0,1,1,0,1,1.1611,0
0,0,1,0,0,0,0,0,0,0,0,1.1611,0
0,0,0,0,1,0,0,0,0,0,1,1.175,0
0,1,0,0,1,0,0,0,1,0,1,2.338875,1
0,0,0,0,1,0,0,0,1,0,1,2.087033,1
1,1,0,0,1,0,0,0,0,0,0,2.0722,1
0,1,0,0,1,0,0,1,1,1,1,1.425,1
1,0,0,0,1,0,0,0,1,0,0,2.37556,1
0,0,0,1,0,0,0,1,1,0,0,1.3,1
0,1,0,0,1,0,0,0,0,0,0,1.3,0
0,0,0,0,0,1,0,0,1,0,0,1.3,1
1,1,0,0,1,0,0,0,0,1,0,1.8889,1
0,0,0,0,0,1,0,0,0,0,0,1.5139,1
1,0,0,0,0,0,1,1,0,0,0,2.1463,1
0,1,0,0,0,0,1,0,0,1,0,2.11665,1
0,0,0,0,1,0,0,0,0,1,0,2.025,1
0,0,0,0,1,0,0,1,0,0,1,1.9694,1
0,1,0,0,1,0,0,0,0,0,1,1.9694,1
0,0,0,0,0,1,0,0,1,1,0,1.9694,1
