OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.66666,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2.014817,1
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1.3037,0
0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1.044433,0
1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1.044433,0
0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1.044433,0
0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1.044433,0
0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1.044433,0
0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1.044433,0
0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1.044433,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.855567,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.855567,1
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.1,0
0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1.1,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.218533,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.73335,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2.218533,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.377767,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.588933,0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.877817,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.877817,1
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1.588933,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.588933,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.588933,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.055583,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2.055583,1
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.055583,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1.6667,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.6667,1
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2.055583,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.944467,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.944467,1
1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.944467,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.944467,1
