encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
1,0,0,0,1,0,0,0,1,0,1,10.16
0,0,0,0,0,1,0,0,0,1,0,10.23
0,0,0,0,0,1,0,0,1,1,0,10.68
0,0,0,0,0,1,0,1,1,1,0,9.33
1,1,0,0,1,0,0,0,0,0,0,10.28
0,0,0,1,0,0,0,1,1,0,0,10.3
1,1,0,0,1,0,0,0,0,1,0,10.13
0,0,0,0,0,1,0,0,0,0,0,10.19
0,1,0,0,0,1,0,0,0,0,0,10.13
0,1,0,1,0,0,0,1,1,1,0,8.97
0,0,0,0,1,0,0,0,1,0,1,10.31
1,0,0,0,1,0,0,0,1,0,0,10.19
0,0,0,0,0,1,0,0,1,0,0,9.94
0,0,0,0,0,0,1,0,1,0,0,10.16
1,0,0,0,0,0,1,1,0,0,0,10.4
1,1,0,0,0,1,0,0,0,0,0,10.17
0,0,0,0,1,0,0,0,0,1,1,10.78
0,1,0,0,1,0,0,0,0,0,0,10.5
0,0,0,0,1,0,0,0,1,0,0,9.33
0,0,0,0,1,0,0,0,0,0,0,10.74
1,0,1,1,1,0,1,1,1,1,0,314.9837919806481
1,1,1,1,0,1,1,1,1,0,0,314.98794509602214
1,0,0,0,0,1,1,1,0,0,1,314.9881444888277
0,0,1,1,0,1,1,0,0,0,1,314.9812761469566
0,1,0,0,0,1,1,0,0,1,1,314.9836938826905
1,1,0,1,0,1,0,1,0,1,0,314.9865672639908
0,0,1,0,0,1,0,1,0,0,0,314.9869701977523
0,1,1,0,1,1,1,1,0,1,0,314.9879273748628
0,0,0,1,0,0,1,0,1,0,0,314.9874025466729
0,0,1,0,1,1,1,0,0,0,0,314.98468950134935
0,0,0,0,1,0,0,1,1,0,0,14.46
0,0,0,0,1,1,0,0,1,0,0,314.9855852120424
1,0,0,0,1,1,0,0,0,0,0,314.98869550744746
1,1,0,0,1,1,0,0,1,0,0,314.98886674720046
0,0,0,1,1,0,0,0,1,0,0,314.98392073719907
1,0,0,0,0,0,0,1,1,0,0,314.98658525902295
1,1,0,0,0,1,0,0,1,1,0,14.71
0,1,0,1,0,1,0,0,0,0,0,314.98114188937285
1,1,0,0,0,0,0,0,0,0,0,314.98244684449656
0,1,0,1,1,0,0,1,1,1,0,314.9870096157399
0,0,0,1,0,1,0,0,1,0,1,314.9865986212236
0,0,0,0,0,0,1,0,0,0,0,313.74
1,1,0,0,1,0,0,0,1,1,0,18.06
1,1,0,1,1,0,0,0,0,1,0,314.98398833877013
0,0,0,1,1,1,0,0,1,0,0,314.9864437119187
1,1,1,0,1,0,0,1,1,1,0,314.982083829858
1,1,0,0,0,1,0,0,0,1,0,18.34
0,0,1,0,0,1,0,0,1,0,1,314.9839777547716
0,0,0,0,1,0,0,0,0,1,0,10.26
0,0,0,0,0,1,0,1,1,0,0,14.93
0,0,0,0,0,1,1,0,0,0,0,314.9867145908236
0,0,0,0,0,1,0,1,1,1,1,314.98308038162776
0,0,0,1,0,1,0,1,1,1,0,314.9839885625019
0,0,0,0,0,0,0,0,1,0,0,314.98134000209103
0,0,0,0,0,0,0,1,1,1,0,314.98787928879494
1,0,0,1,1,0,0,0,1,0,0,314.9861645618786
1,0,0,0,1,0,0,0,0,1,0,14.44
0,1,1,0,0,0,0,0,1,0,1,314.9845487472789
0,0,0,0,0,1,1,0,1,1,0,314.98522698711116
0,0,0,0,0,1,0,0,1,0,1,314.9873192592901
1,1,0,0,0,1,1,0,1,1,0,314.98732295132186
1,0,0,0,0,1,0,0,0,0,0,13.52
0,1,0,0,1,1,0,0,1,0,0,314.9830080837711
1,1,0,1,0,1,1,0,0,0,0,314.98248691636934
0,0,1,0,0,0,0,1,1,0,0,13.37
0,1,0,0,0,1,0,0,1,0,0,15.68
0,1,1,0,0,0,0,0,0,1,0,165.44
1,0,0,1,0,1,0,0,1,1,0,314.98796318564933
0,1,0,0,0,0,0,1,1,0,1,314.9864176244445
1,1,1,1,1,1,0,0,0,1,0,314.9879785499547
0,0,1,1,0,0,0,1,0,1,0,314.98647576729263
0,0,1,0,0,1,0,0,1,0,0,314.9878336843075
1,0,0,1,0,1,0,1,1,0,0,314.9866181278255
0,0,0,1,0,1,0,0,1,0,0,314.98560220951015
1,1,0,0,0,1,0,0,0,0,1,314.9840389387048
1,0,0,0,1,0,1,1,1,0,0,314.98384230960556
1,1,0,1,0,0,1,1,0,0,0,314.98679861407896
0,1,0,0,0,1,0,0,1,1,1,314.9844574648853
0,0,1,0,1,0,0,1,1,0,0,314.98256987233265
0,1,0,1,0,0,0,1,1,0,0,186.47
0,0,0,0,1,1,0,0,0,1,0,314.98731195856544
0,1,0,1,0,1,0,0,0,1,0,314.98216731519193
1,1,0,0,1,1,0,1,0,0,0,314.9819407588079
1,0,1,0,1,0,0,0,1,0,0,314.9844027841699
0,0,1,0,0,0,1,0,1,0,0,314.98231432971346
1,1,0,1,0,0,0,1,1,0,0,18.78
1,1,0,1,0,0,0,1,1,1,0,13.7
0,0,0,1,0,0,0,1,1,1,0,10.72
0,1,0,1,0,0,0,0,1,0,1,314.9870822279479
1,0,0,0,1,0,1,1,0,0,0,314.9851605776728
