NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,1,0,1,0,0,0,0,1,0,1,1,8,8,0,2.876171,1
1,0,1,0,0,0,1,0,0,1,0,1,1,8,8,0,1.8444,1
1,1,1,0,1,1,0,0,0,1,0,1,0,8,320,0,2.876171,1
1,1,1,0,1,0,0,0,0,0,0,1,0,22,8,0,2.124067,1
1,1,1,0,1,1,0,0,0,1,0,1,0,22,320,0,2.124067,1
0,0,1,1,0,0,0,1,0,1,0,1,0,22,8,0,1.3444,1
0,0,1,1,0,0,0,1,0,1,0,1,0,22,8,1,1.3444,1
0,0,0,0,0,0,1,0,0,0,0,1,1,44,8,0,1.3444,1
1,0,1,0,1,0,0,0,0,1,0,1,1,22,8,0,1.3444,1
1,0,0,1,0,0,0,1,0,0,0,1,0,48,8,1,1.3444,1
0,0,0,0,0,0,1,0,0,1,0,1,1,8,8,0,1.5944,1
1,0,1,0,0,0,1,0,0,1,0,1,1,8,8,1,1.5944,1
1,0,1,0,0,1,1,0,0,1,0,1,1,8,320,0,2.37775,1
1,0,1,0,1,1,0,0,0,1,0,1,1,8,8,0,2.631467,1
1,0,1,0,1,1,0,0,0,1,0,1,1,8,160,0,2.4,1
1,1,0,0,1,1,0,0,0,1,0,1,0,8,320,0,2.1611,1
1,0,1,0,0,1,0,0,0,1,1,1,1,8,8,0,2.1611,1
1,0,1,0,0,1,1,0,0,1,0,1,1,8,8,0,2.1611,1
