OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1.61778,0
0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0.844433,0
1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0.844433,0
0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1.846647,1
1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0.844433,0
1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1.266667,0
0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0.844433,0
0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0.844433,0
1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0.844433,0
1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0.844433,0
0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2.584433,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.877767,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.877767,1
1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1.877767,1
1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1.1889,0
1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1.1889,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.877767,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2.059233,1
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.955517,1
1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1.677733,0
0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2.144433,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2.144433,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.144433,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2.144433,1
0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1.7333,1
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1.7333,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.7333,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2.055567,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.055567,1
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2.055567,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2.055567,1
1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2.055567,1
