NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,1,0,0,0,1,0,0,1,0,0,1,8,8,2,2.74815,1
0,1,0,0,0,0,0,0,0,1,1,0,0,48,8,2,2.38558,1
0,1,0,0,0,0,1,0,0,0,0,0,0,22,320,0,1.851833,1
1,1,0,0,0,1,0,0,0,0,1,0,0,44,160,0,1.1889,1
0,0,0,0,0,0,0,0,1,1,0,0,1,44,8,0,1.8111,1
1,0,1,0,1,0,0,0,0,1,0,1,1,22,8,2,1.1889,1
1,1,1,0,1,1,0,0,0,1,0,0,0,48,320,0,1.1889,1
0,0,1,0,0,0,0,1,0,1,0,1,1,48,8,1,1.1889,1
0,1,0,0,0,0,1,0,0,0,0,0,0,48,8,2,1.1889,1
0,0,0,0,0,0,0,0,1,0,0,0,1,44,8,0,1.1889,1
0,1,0,0,0,0,1,0,0,0,0,0,0,22,8,0,2.475933,1
1,0,1,0,0,1,0,1,0,1,0,0,1,8,320,0,2.475933,1
0,0,0,1,1,0,0,0,0,1,0,0,0,8,8,1,2.475933,1
1,1,1,0,0,0,1,0,0,1,0,0,0,22,8,0,2.475933,1
1,0,1,1,0,1,0,0,1,1,0,1,0,22,8,0,2.0611,1
0,0,0,1,1,0,0,0,0,1,0,0,0,8,8,2,2.12225,1
0,1,1,0,0,1,0,0,1,1,0,0,0,8,160,0,1.8056,1
0,0,0,1,1,0,0,0,0,0,0,0,0,8,8,2,1.8056,1
