auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
1,1,1,1,1,0,0,1,0,1,1,0,1.57775,1
1,1,0,1,1,0,0,0,0,1,1,0,1.57775,1
1,1,1,0,0,0,1,1,0,1,1,1,1.57775,1
1,1,1,0,0,0,0,0,0,0,0,1,2.255525,1
1,1,0,1,0,0,0,0,0,1,1,1,2.255525,1
1,1,1,0,0,0,0,0,0,0,0,0,2.255525,1
1,1,0,0,1,0,0,0,0,0,1,1,2.296267,1
1,0,1,1,0,0,0,0,0,0,0,0,1.1333,0
1,1,0,1,0,0,0,0,0,1,0,0,1.1333,0
1,1,0,0,0,0,0,0,0,0,0,0,1.1333,0
0,0,0,1,0,0,0,1,0,0,0,0,1.4222,0
1,0,0,0,0,0,0,0,0,1,1,0,1.4222,0
0,0,0,0,0,0,0,1,0,1,0,0,1.4222,0
0,0,0,0,0,0,0,1,0,0,1,0,1.4667,0
0,0,0,0,0,0,0,1,0,1,1,1,1.4667,0
0,0,0,0,0,0,0,0,0,1,1,0,1.4667,0
0,0,0,1,0,0,0,1,0,1,1,0,1.4667,0
0,0,0,0,0,0,0,1,0,1,1,0,1.4667,0
0,0,0,0,0,0,0,0,0,1,1,1,1.4667,0
0,1,0,1,0,0,0,1,0,1,1,0,1.4667,0
0,0,0,0,0,0,1,1,1,1,1,0,1.4667,0
0,0,0,0,0,0,0,1,1,0,1,0,1.4667,0
0,0,0,0,0,1,0,0,0,0,0,0,1.8,1
0,1,0,0,0,1,0,0,0,0,0,0,1.5333,1
0,1,0,0,0,1,0,0,0,1,0,0,1.5333,1
0,1,0,1,0,1,0,0,0,0,0,0,1.5333,1
0,0,0,0,0,1,0,0,0,1,0,0,1.5333,1
0,0,0,0,0,1,0,1,0,0,1,0,1.5333,1
0,0,0,0,0,1,0,1,0,0,0,0,1.5333,1
0,0,1,0,0,1,0,0,0,1,0,0,1.5333,1
0,0,0,1,0,1,0,0,0,0,0,0,1.5333,1
0,0,0,0,0,1,0,0,1,0,0,1,1.5333,1
1,1,1,1,1,0,0,0,0,0,0,0,1.7333,1
1,1,0,1,0,0,0,0,0,0,0,0,1.7333,1
1,1,0,1,1,0,0,0,0,1,1,1,1.7333,1
