OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.542829,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.02664,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.2444,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1.2444,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.940733,1
0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1.2444,0
0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1.2444,0
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1.2444,0
1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1.2444,0
0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1.2444,0
0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2.08885,1
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2.08885,1
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2.51665,1
0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,2.08885,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.8222,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4444,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.6,1
0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1.6,1
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.94445,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.94445,1
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.6889,1
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.0111,1
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.6889,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.6889,1
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1.6889,1
0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1.7333,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.7333,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.7333,1
