OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,2.006314,1
1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2.697525,1
0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1.942857,1
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.085714,0
0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1.085714,0
1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1.085714,0
1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1.085714,0
1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1.085714,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.401029,0
0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1.085714,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.415854,1
1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2.130114,1
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.8,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.745993,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.8,1
0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1.987257,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1.84445,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.84445,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.647586,0
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.647586,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.942857,1
0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1.612743,0
0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1.612743,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.213771,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.8444,1
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2.085714,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.8444,1
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2.085714,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.898457,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.898457,1
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.898457,1
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.898457,1
