encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,0,1,0,0,0,0,0,1,0.874736,0
0,0,0,0,1,0,0,0,0,0,0,0.874736,0
1,1,0,0,1,0,0,0,0,0,1,1.147464,1
1,0,0,1,0,0,0,1,0,1,0,2.339227,1
1,0,0,0,1,0,0,0,1,0,0,2.330688,1
1,0,0,1,0,0,0,0,1,1,0,2.217847,1
0,0,0,1,0,0,0,1,1,0,0,2.214139,1
0,0,0,0,0,1,0,1,1,1,0,1.373762,1
0,0,0,0,1,0,0,0,0,1,1,1.056555,0
0,0,0,0,0,1,0,1,0,1,0,1.056555,0
1,1,0,0,1,0,0,0,0,0,0,2.104705,1
0,0,0,0,0,1,0,1,0,0,0,1.800502,1
0,1,0,1,0,0,0,1,1,1,0,2.019005,1
0,0,0,0,0,1,0,0,1,0,0,1.590558,1
0,0,0,0,1,0,0,0,0,1,0,2.149138,1
1,1,0,0,1,0,0,0,0,1,0,1.789218,1
0,1,0,0,1,0,0,0,0,0,1,1.103064,1
0,0,0,0,1,0,0,0,1,0,1,1.759585,1
0,0,0,0,1,0,0,0,1,0,0,1.371673,1
0,0,0,0,0,1,0,0,0,0,0,1.371673,1
0,1,0,0,0,1,0,0,0,0,0,1.941411,1
1,0,0,0,1,0,0,0,1,0,1,1.395982,1
0,0,0,1,0,0,0,1,1,1,0,1.6222,1
0,1,0,0,1,0,0,0,1,0,1,1.6222,1
