encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,1,0,0,1,0,0,0,0,0,1,2.022996,1
1,1,0,0,1,0,0,0,0,0,0,2.322623,1
1,1,1,0,0,0,0,0,0,1,0,2.339298,1
1,0,1,0,0,0,0,0,0,1,0,2.065588,1
1,1,0,0,0,0,1,0,0,0,0,2.229209,1
0,1,0,0,1,0,0,0,0,0,0,1.6148,1
0,0,0,1,0,0,0,1,1,0,0,2.073,1
0,1,0,1,0,0,0,1,1,1,0,1.6148,1
0,1,0,0,1,0,0,1,1,0,1,2.047088,1
0,1,0,0,1,0,0,0,0,0,1,1.896839,1
0,0,0,0,0,0,1,0,1,0,0,2.065605,1
1,0,0,1,0,0,0,0,1,1,0,1.65555,1
0,1,0,0,1,0,0,0,1,0,1,2.036005,1
0,1,0,0,1,0,0,1,1,1,0,1.247586,1
0,1,0,0,0,1,0,0,0,0,0,1.247586,1
1,1,0,0,0,1,0,0,0,0,0,1.247586,1
1,1,0,0,1,0,0,0,0,1,0,2.021138,1
1,1,0,1,0,0,0,0,0,0,0,1.742857,1
