OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2.1222,1
0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,2.0,1
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1.97336,1
1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,2.33776,1
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.7852,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.5704,1
1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2.1222,1
0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1.2,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1.2,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.2,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.9778,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.3556,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.1778,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1.3556,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2.54445,1
0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1.3556,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.5778,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.5778,1
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1.5778,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.1111,1
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.8,1
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.1222,1
0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1.8,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8444,1
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.8444,1
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1.8444,1
