auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
1,0,0,0,0,0,0,0,0,0,0,0,1.8361,1
1,0,0,0,0,0,0,1,0,0,0,0,0.9389,0
1,0,1,0,0,0,0,1,0,0,0,0,1.8361,1
1,0,0,0,0,0,0,0,0,1,0,0,0.9389,0
0,0,0,0,0,0,0,1,0,0,0,0,1.2185,0
1,0,1,0,1,0,1,1,0,0,0,0,2.108325,1
1,0,1,0,1,0,1,0,0,0,0,0,0.9389,0
1,0,0,0,0,1,0,0,0,0,1,0,0.9389,0
1,0,0,0,0,1,0,1,0,0,1,0,0.9389,0
1,0,0,0,0,1,0,1,0,1,1,0,0.9389,0
0,0,0,1,0,0,0,0,0,0,0,0,1.873133,1
0,0,0,0,1,0,0,0,0,0,0,0,1.1083,0
0,0,1,0,1,0,0,1,0,1,0,0,1.1083,0
0,0,0,1,0,0,0,1,0,0,0,0,1.873133,1
0,0,1,0,0,0,0,0,0,1,0,0,1.1083,0
0,1,0,0,0,0,0,1,0,0,0,0,1.1083,0
0,0,0,0,0,0,0,1,0,1,0,0,1.77775,0
0,0,0,0,1,0,0,1,0,0,0,0,1.1083,0
0,0,0,1,0,0,0,0,0,1,0,0,1.1889,0
1,0,0,1,0,0,0,0,0,1,0,0,2.108325,1
0,0,0,1,0,0,0,1,0,0,0,1,1.1889,0
1,0,0,1,0,0,0,1,0,1,0,1,1.1889,0
1,0,0,1,0,0,0,0,0,0,0,0,1.8361,0
1,0,1,1,0,0,0,0,0,1,0,0,2.108325,1
0,0,1,0,0,0,0,1,0,0,0,0,1.1889,0
1,0,0,0,0,0,1,0,0,1,0,0,2.108325,1
0,0,0,0,0,1,0,0,0,0,1,0,1.1583,0
1,0,0,0,0,0,1,0,0,0,1,1,1.1583,0
1,0,0,0,0,0,0,0,0,0,1,0,1.1583,0
1,0,0,0,0,0,0,0,0,0,1,1,1.1583,0
1,0,0,0,0,0,0,1,0,0,1,0,1.1583,0
1,0,0,0,0,0,1,0,0,0,1,0,1.1583,0
1,0,1,0,0,0,0,0,0,0,1,1,1.1583,0
1,0,0,0,0,0,0,0,0,1,1,1,1.1583,0
0,0,0,1,0,1,0,0,0,0,1,0,1.1583,0
0,0,0,0,0,0,1,0,0,0,1,0,1.1583,0
1,1,0,0,1,0,0,0,0,0,1,0,2.25555,1
1,1,0,0,0,0,0,1,0,1,1,1,1.98335,1
1,1,0,1,0,0,0,0,0,1,1,0,2.137967,1
1,0,0,0,1,0,0,0,0,0,1,0,1.4389,0
1,0,0,0,1,0,0,0,0,0,0,0,1.8361,1
1,0,0,0,0,0,0,0,0,0,0,1,1.998133,1
1,1,0,0,0,0,1,0,0,1,0,0,1.9028,1
1,1,0,1,1,0,0,0,0,1,1,0,1.9028,1
1,1,0,0,0,0,0,0,0,0,0,1,1.9028,1
1,1,0,1,0,0,0,0,0,1,0,0,1.9028,1
1,1,0,1,1,0,0,0,0,0,0,1,1.9028,1
1,1,0,0,0,0,0,0,0,0,1,0,1.9028,1
1,1,0,1,0,0,0,0,0,0,1,1,1.9028,1
