encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,0,0,0,0,1,0,0,1,0,2.333333,1
0,1,1,0,0,0,0,1,0,0,0,2.0,1
0,0,0,0,1,0,0,0,0,1,0,2.02381,1
0,0,0,0,0,1,0,0,0,0,0,1.5,1
0,1,0,0,1,0,0,1,1,1,0,1.333333,1
0,1,0,0,0,1,0,0,0,0,0,2.305556,1
1,1,0,0,0,1,0,0,0,0,0,2.166667,1
1,1,0,0,0,0,1,0,0,0,0,2.1,1
0,0,0,0,1,0,0,0,1,0,0,1.555556,1
0,0,0,0,1,0,0,0,0,1,1,1.111111,1
1,0,0,0,1,0,0,0,1,0,1,1.944444,1
0,1,0,0,1,0,0,0,0,0,1,0.666667,1
0,0,0,0,1,0,0,0,0,0,0,1.166667,1
0,0,0,0,0,1,0,1,1,1,0,1.166667,1
1,1,0,1,0,0,0,0,0,0,0,2.111111,1
0,0,0,1,0,0,0,1,1,0,0,1.666667,1
0,1,0,0,1,0,0,1,1,0,1,2.0,1
1,0,0,0,0,0,1,0,0,1,0,2.0,1
