encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,0,1,0,0,0,1,0,1,2.23336,1
0,0,0,0,1,0,0,0,1,0,0,2.597221,1
1,0,1,0,0,0,0,0,0,1,0,2.274083,1
0,0,0,1,0,0,0,1,1,0,0,2.400017,1
1,1,0,1,0,0,0,0,0,0,0,1.907433,1
0,1,0,0,1,0,0,0,0,0,0,2.1185,1
1,1,0,0,1,0,0,0,1,0,1,1.000033,0
0,1,0,0,1,0,0,0,0,1,0,1.000033,0
0,0,0,1,0,0,0,0,0,0,0,1.000033,1
1,1,1,0,0,0,0,0,1,0,0,1.000033,1
0,0,0,0,1,0,0,1,0,0,1,2.3148,1
0,0,0,0,1,0,0,0,0,0,0,1.633333,1
1,1,0,0,1,0,0,0,0,0,1,1.633333,1
0,0,0,0,0,0,1,0,1,0,0,1.922233,1
1,0,0,0,1,0,0,0,1,0,1,1.633333,1
1,0,0,0,1,0,0,0,1,0,0,1.633333,1
0,0,0,0,1,0,0,0,0,1,0,2.433342,1
1,1,0,0,0,1,0,0,0,0,0,1.888917,1
1,0,0,0,0,0,1,0,1,0,0,1.500033,1
0,1,0,0,0,1,0,0,0,0,0,2.088883,1
0,0,0,0,1,0,0,0,0,0,1,2.011067,1
0,0,0,0,0,1,0,0,0,0,0,2.011067,1
