encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,1,0,0,0,1,0,1,0,2.104167,1
0,1,1,0,0,0,0,1,0,0,0,2.076923,1
0,1,0,0,1,0,0,0,0,0,1,1.683333,1
1,0,1,0,0,0,0,0,1,0,0,1.964286,1
0,1,0,0,1,0,0,0,0,0,0,2.025,1
0,0,0,0,0,1,0,1,1,1,0,1.15,0
0,0,0,0,1,0,0,0,0,0,1,1.642857,1
0,0,0,0,0,1,0,1,0,1,0,1.633333,1
0,0,1,0,0,0,0,0,1,0,0,0.833333,0
1,1,0,0,0,1,0,0,1,0,0,0.833333,0
0,1,0,0,1,0,0,0,1,0,1,2.104167,1
1,1,0,0,1,0,0,0,0,0,0,1.75,1
1,0,0,0,0,0,1,1,0,0,0,1.75,1
0,0,0,0,1,0,0,0,1,0,1,1.25,0
0,0,0,0,1,0,0,0,0,1,0,2.177083,1
0,0,0,0,1,0,0,0,0,0,0,1.333333,0
1,1,0,0,1,0,0,0,0,0,1,1.694444,1
0,0,0,0,1,0,0,1,1,0,1,1.333333,1
0,0,0,0,1,0,0,0,1,0,0,1.125,0
0,1,0,0,0,1,0,0,0,0,0,1.5625,1
1,0,0,0,1,0,0,0,1,0,0,1.861111,1
1,0,0,0,1,0,0,0,1,0,1,1.722222,1
1,1,0,0,1,0,0,0,0,1,0,1.375,1
0,0,0,0,1,0,0,1,0,0,1,0.916667,0
0,1,0,1,0,0,0,1,0,0,0,1.5,1
0,1,0,0,1,0,0,1,1,0,1,1.9375,1
1,0,1,0,0,0,0,0,0,1,0,1.583333,1
