auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
1,0,0,0,0,0,0,0,0,1,1,0,1.988908,1
0,0,0,0,0,0,0,1,0,1,0,0,1.6963,1
0,0,0,0,1,0,0,0,0,1,0,0,0.911133,0
0,0,1,1,0,1,1,0,0,1,0,0,0.911133,0
1,0,0,1,0,0,0,1,0,1,0,0,0.911133,0
0,1,1,0,0,0,0,1,0,1,0,0,1.300017,0
0,1,0,0,0,1,0,1,0,1,1,0,0.911133,0
0,1,1,0,0,1,0,1,0,1,0,1,0.911133,0
0,1,0,0,1,0,0,1,0,1,0,0,0.911133,0
0,1,1,1,0,0,0,1,0,1,0,0,0.911133,0
0,0,0,0,0,0,0,1,0,0,0,0,1.588883,1
0,0,1,1,0,0,0,0,0,0,0,0,1.1889,0
0,1,1,0,0,0,0,0,0,0,0,0,1.1889,0
0,0,0,0,1,0,1,0,0,0,0,0,1.588883,1
0,0,0,1,0,0,0,0,0,1,0,0,1.588883,0
0,0,1,0,0,0,0,1,0,0,0,0,1.1889,0
0,1,0,0,0,0,0,1,0,0,0,0,1.1889,0
0,1,1,1,0,0,1,0,0,0,0,0,1.1889,0
0,0,0,0,0,0,1,0,0,0,0,0,1.488867,0
0,0,0,1,0,0,1,1,0,1,1,0,1.488867,0
0,0,0,0,1,0,0,0,0,0,0,0,1.488867,0
0,0,1,0,0,0,1,1,0,0,1,0,1.488867,0
0,0,1,0,0,0,0,0,0,0,0,0,1.488867,0
0,0,1,0,1,0,0,1,0,1,0,0,1.488867,0
1,1,1,0,0,0,0,1,0,1,0,1,2.211133,1
1,1,0,0,0,0,0,1,0,0,0,0,2.066683,1
1,1,0,0,1,0,0,0,0,0,1,0,2.066683,1
1,0,0,0,0,0,0,1,0,1,0,0,1.544433,0
1,0,0,1,1,0,1,0,0,0,0,0,1.544433,0
1,0,0,0,1,0,0,0,0,0,1,0,1.855567,1
1,0,0,1,1,0,0,0,0,0,0,0,1.544433,0
1,0,0,1,0,0,0,0,0,1,0,0,1.544433,0
1,0,0,0,0,0,0,1,0,1,1,0,1.544433,0
1,0,0,0,0,0,0,0,0,1,0,0,1.6667,1
1,0,0,0,1,0,0,0,0,0,0,0,1.6667,1
1,0,0,0,0,0,0,0,0,0,1,0,1.6667,1
1,1,1,0,0,0,0,1,0,1,0,0,1.6667,1
1,0,0,0,0,0,1,1,0,0,1,0,1.6667,1
1,1,1,1,0,0,0,1,0,1,1,1,2.044483,1
1,1,0,0,0,0,0,1,0,1,1,0,1.922267,1
1,1,0,0,1,0,0,1,0,1,0,0,1.922267,1
1,1,0,0,0,0,0,1,0,1,1,1,1.922267,1
1,1,0,0,0,0,0,0,0,0,1,0,1.922267,1
1,1,1,1,1,0,0,0,0,0,0,0,1.922267,1
1,1,0,0,0,0,0,0,0,0,1,1,1.922267,1
