encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,1,0,0,0,0,0,0,1,0,1.91358,1
1,0,0,1,0,0,0,1,0,1,0,1.938272,1
0,0,0,0,1,0,0,0,0,1,0,2.4,1
1,0,1,0,0,0,0,1,0,0,0,0.555556,0
0,1,1,0,0,0,0,1,1,1,0,0.555556,0
1,0,0,1,0,0,0,1,0,0,0,0.555556,0
1,1,1,0,0,0,0,0,1,0,0,0.555556,0
1,0,0,1,0,0,0,1,1,1,0,0.555556,0
0,0,0,0,1,0,0,1,1,1,0,0.555556,0
1,1,1,0,0,0,0,1,1,0,0,0.555556,0
0,1,0,1,0,0,0,1,0,0,0,2.203704,1
0,0,0,0,0,1,0,1,1,1,0,1.333333,1
0,0,0,0,0,1,0,0,0,1,0,1.777778,1
0,0,0,1,0,0,0,1,1,0,0,1.666667,1
0,0,0,0,1,0,0,0,1,0,0,1.777778,1
0,0,0,0,0,1,0,0,1,0,0,1.833333,1
0,0,0,0,0,1,0,0,0,0,0,2.428571,1
0,1,0,0,1,0,0,0,0,0,0,1.666667,1
0,1,0,0,0,1,0,0,0,0,0,2.244444,1
1,1,1,0,0,0,0,0,0,1,0,1.666667,1
0,1,0,0,1,0,0,0,1,0,1,2.083333,1
0,0,0,0,0,1,0,1,0,0,0,1.777778,1
0,0,0,0,0,1,0,1,0,1,0,1.333333,0
0,0,0,0,1,0,0,1,0,0,1,1.777778,1
0,0,0,0,1,0,0,0,0,0,0,1.777778,1
0,0,0,0,1,0,0,0,0,0,1,1.777778,1
0,0,0,0,1,0,0,0,1,0,1,1.333333,1
1,1,0,0,1,0,0,0,0,0,0,1.333333,1
