encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,0,0,1,0,0,0,1,0,1,2.194444,1
1,1,0,0,1,0,0,0,0,0,0,1.958333,1
0,1,0,0,0,0,1,0,0,1,0,2.123457,1
0,0,0,0,1,0,0,0,1,0,0,1.746032,1
0,1,0,1,0,0,0,1,0,0,0,2.252525,1
0,0,0,0,0,1,0,1,0,0,0,2.055556,1
0,1,0,0,1,0,0,0,0,0,1,1.866667,1
0,0,0,0,1,0,0,0,0,0,1,0.962963,0
0,1,0,0,1,0,0,0,0,0,0,1.944444,1
0,0,0,0,1,0,0,0,0,0,0,1.259259,1
1,0,0,0,0,0,1,1,0,0,0,1.777778,1
0,0,0,0,1,0,0,0,0,1,0,1.638889,1
0,0,0,0,1,0,0,1,0,0,1,1.555556,1
1,0,0,0,0,0,1,0,0,1,0,1.722222,1
1,1,0,0,1,0,0,0,0,1,0,1.851852,1
1,1,0,1,0,0,0,0,0,0,0,1.222222,0
0,1,0,0,1,0,0,1,1,0,1,1.222222,0
0,0,0,0,0,1,0,0,0,0,0,1.444444,1
1,1,0,0,0,1,0,0,0,0,0,1.5,1
1,0,0,0,1,0,0,0,1,0,1,1.814815,1
0,0,0,0,0,1,0,0,1,1,0,1.666667,1
0,0,0,0,0,1,0,1,1,1,0,1.611111,1
0,1,0,0,0,1,0,0,0,0,0,1.222222,0
1,1,0,0,0,1,0,1,0,0,0,1.555556,1
