auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
0,0,1,1,1,0,0,0,0,0,0,0,1.714286,1
0,0,1,0,0,0,0,1,0,0,0,0,2.178571,1
0,0,0,0,0,0,0,0,0,0,0,0,1.285714,0
0,0,0,0,0,0,0,0,0,1,0,0,2.071429,1
0,1,0,0,1,0,0,1,0,0,0,0,1.285714,0
1,0,0,0,0,0,0,0,0,1,0,1,1.285714,0
1,1,0,0,0,0,0,1,0,1,0,0,1.142857,0
1,0,0,0,0,0,0,0,0,0,0,0,2.0,1
1,0,0,0,0,0,0,0,0,0,0,1,1.285714,0
1,0,1,1,0,0,0,0,0,0,0,0,1.666667,0
0,0,1,0,0,0,0,0,0,0,0,0,1.928571,1
1,0,0,0,0,0,0,0,0,1,1,0,0.928571,0
1,0,1,0,0,0,0,0,0,0,0,0,1.761905,1
0,0,0,0,0,0,0,1,0,1,0,0,0.928571,0
1,1,0,0,0,0,0,1,0,1,1,0,0.571429,0
1,1,0,0,0,0,1,0,0,1,0,0,0.571429,0
1,1,0,0,0,0,0,0,0,0,0,0,0.571429,0
1,1,0,0,0,0,0,0,0,0,0,1,0.571429,0
1,1,0,0,0,0,1,0,0,1,1,0,0.571429,0
1,0,0,1,1,1,1,1,0,0,0,0,0.857143,0
1,0,0,1,1,1,1,1,0,1,1,0,0.857143,0
0,0,0,0,0,1,0,0,0,0,0,0,0.857143,0
1,0,1,1,1,1,1,1,0,1,1,0,0.857143,0
0,0,0,0,0,1,0,1,0,0,0,0,0.857143,0
0,0,0,0,0,1,0,0,0,1,1,0,0.857143,0
0,0,0,1,0,0,0,0,0,1,0,0,1.571429,0
0,0,0,1,0,0,0,0,0,0,0,0,1.428571,0
1,0,1,1,0,0,0,0,0,1,0,0,1.428571,0
0,0,0,1,1,0,0,0,0,1,0,0,1.428571,0
0,0,1,1,1,0,0,1,0,0,0,0,1.428571,0
0,0,0,0,0,0,1,0,0,1,0,0,1.285714,0
0,0,0,0,0,0,0,1,0,0,0,0,1.285714,0
0,0,0,1,0,0,1,0,0,0,0,0,1.285714,0
0,0,0,1,0,0,0,0,0,0,1,0,1.285714,0
0,0,1,1,0,0,0,0,0,0,0,1,1.285714,0
1,0,0,1,0,0,0,0,0,1,0,0,1.285714,0
1,0,0,1,0,0,0,0,0,0,0,1,1.285714,0
0,0,0,1,1,0,0,0,0,0,0,0,1.285714,0
1,0,0,0,0,0,0,1,0,0,1,1,1.857143,1
0,0,1,0,0,0,1,1,0,0,1,0,1.857143,1
0,0,0,0,0,0,1,0,0,0,1,0,1.857143,1
0,0,0,0,0,0,1,1,0,0,1,1,1.857143,1
0,0,1,0,0,0,1,1,0,1,1,0,1.857143,1
0,0,0,0,1,0,0,0,0,0,1,0,1.857143,1
0,0,0,0,0,0,0,0,0,1,1,0,1.857143,1
0,0,0,0,0,0,0,1,0,0,1,0,1.857143,1
0,0,1,0,0,0,0,0,0,0,1,0,1.857143,1
0,0,0,0,0,0,0,1,0,1,1,0,1.857143,1
1,0,0,0,0,0,0,1,0,1,0,0,1.714286,1
1,0,0,0,0,0,1,0,0,0,0,1,1.714286,1
0,0,0,0,0,0,0,0,0,0,0,1,1.714286,1
0,0,0,0,0,0,1,0,0,0,0,0,1.714286,1
