encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,0,1,0,0,1,0,0,1,1.7778,1
0,1,0,0,0,1,0,0,0,0,0,2.772844,1
0,0,0,1,0,0,0,1,1,0,0,2.772844,1
0,0,0,1,0,0,0,1,1,1,0,1.6074,1
1,1,0,0,1,0,0,0,0,0,1,1.1778,1
0,1,0,0,1,0,0,0,0,0,1,2.13335,1
1,0,0,0,0,0,1,0,0,1,0,1.6074,1
1,1,0,0,1,0,0,0,1,0,1,1.1778,1
0,1,0,0,0,1,0,0,1,0,0,1.1778,1
0,0,0,1,0,0,0,0,0,1,0,1.1778,1
0,1,0,1,0,0,0,1,1,1,0,2.0111,1
0,1,0,1,0,0,0,1,0,0,0,2.572225,1
0,0,0,0,0,1,0,0,0,0,0,2.355567,1
0,1,0,0,1,0,0,0,1,0,1,2.355567,1
1,1,0,0,1,0,0,0,0,0,0,2.355567,1
1,1,0,0,0,1,0,0,0,0,0,2.14445,1
