OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.911067,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.977733,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2.128853,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.044433,1
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0.977733,0
0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0.977733,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2.31332,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.977733,0
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.977733,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0.977733,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.655533,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.055517,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.655533,1
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.4333,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.4333,0
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.4333,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1.4333,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.8333,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.999967,1
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.488867,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2.277767,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.77775,1
1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.488867,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.488867,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.285167,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.566633,1
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2.088883,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.566633,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.566633,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1.8444,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.8444,1
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.944467,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.944467,1
