NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,0,0,0,0,1,0,0,1,0,1,0,8,8,1,2.83552,1
0,1,0,0,0,0,0,0,1,0,0,1,0,8,320,0,2.83552,1
0,1,0,0,0,0,1,0,0,0,0,0,0,22,8,1,2.83552,1
1,0,0,0,0,0,0,0,1,1,0,1,1,8,8,1,2.177733,1
1,0,1,0,0,0,1,0,0,1,0,1,1,8,8,1,1.511067,1
1,0,0,0,0,0,0,0,1,1,0,1,1,8,8,2,1.511067,1
1,0,1,1,1,1,0,0,0,1,0,0,0,22,160,0,1.511067,1
0,0,0,0,1,0,0,0,0,1,0,0,1,22,320,0,1.511067,1
0,0,0,0,0,0,0,1,0,0,0,1,1,22,8,1,1.511067,1
0,0,0,0,0,0,1,0,0,0,0,0,1,22,8,2,1.511067,1
0,0,0,1,1,0,0,0,0,0,0,0,0,8,8,2,2.499967,1
1,1,0,0,0,0,1,0,0,0,0,1,0,22,160,0,1.8444,1
0,1,0,0,0,0,1,0,0,0,0,1,0,8,8,0,2.155533,1
1,0,0,1,0,0,1,0,0,0,0,1,0,8,8,1,2.155533,1
1,0,0,1,0,0,1,0,0,0,0,1,0,8,8,0,2.155533,1
