encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,0,0,0,1,1,0,0,0,2.074067,1
0,1,0,1,0,0,0,1,0,0,0,2.77332,1
0,1,1,0,0,0,0,1,0,0,0,2.77332,1
1,0,0,0,0,0,1,0,0,1,0,2.074067,1
1,1,0,0,0,0,1,0,0,0,0,2.466667,1
0,0,0,1,0,0,0,0,0,1,0,1.422267,1
0,1,1,0,0,0,0,1,1,1,0,1.422267,1
0,1,1,0,0,0,0,1,0,1,0,1.422267,1
0,0,0,1,0,0,0,0,1,1,0,1.422267,1
0,0,0,0,0,1,0,1,1,0,0,1.422267,1
0,1,0,0,0,0,1,0,0,1,0,2.444417,1
0,0,0,0,0,1,0,0,0,1,0,2.444417,1
1,1,0,0,0,1,0,1,0,0,0,2.155533,1
0,0,0,0,0,1,0,0,0,0,0,2.155533,1
