NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,1,0,1,1,0,0,0,1,0,1,0,8,8,0,2.891378,1
1,0,0,1,0,0,1,0,0,0,0,1,0,8,8,1,2.492086,1
1,0,1,0,1,1,0,0,0,1,0,1,1,8,8,0,1.7556,1
1,0,1,1,1,1,0,0,0,1,0,1,0,8,320,0,1.7556,1
0,0,1,1,0,0,0,0,1,1,0,1,0,8,8,1,2.11115,1
1,0,1,0,0,1,0,0,1,1,0,1,1,8,320,0,1.3556,1
1,0,1,0,1,1,0,0,0,1,0,1,1,8,320,0,1.3556,0
1,1,1,0,0,0,0,0,1,0,0,1,0,22,8,0,1.3556,0
0,0,1,0,1,1,0,0,0,1,0,1,1,8,8,0,1.3556,1
1,1,1,0,1,1,0,0,0,1,0,1,0,22,320,0,1.3556,1
1,1,1,0,1,1,0,0,0,1,0,1,0,8,320,0,1.91115,1
1,1,1,0,1,1,0,0,0,0,0,1,0,8,320,0,2.2815,1
1,0,1,1,0,0,1,0,0,0,0,1,0,8,8,1,2.04445,1
0,0,1,1,1,1,0,0,0,1,0,1,0,8,8,0,2.2778,1
1,0,1,1,0,0,1,0,0,1,0,1,0,8,8,1,2.25555,1
0,0,0,1,0,0,0,0,1,1,0,1,0,8,8,0,2.25555,1
1,0,1,0,0,1,0,0,1,1,0,1,1,8,8,0,1.8222,1
1,1,1,0,1,1,0,0,0,0,0,1,0,8,8,0,2.25555,1
1,1,1,0,1,0,0,0,0,1,0,0,0,8,8,0,2.0889,1
1,1,1,0,0,0,0,1,0,1,0,1,0,8,8,1,2.0889,1
1,1,1,0,0,1,0,1,0,1,0,1,0,8,8,0,2.0889,1
1,0,0,1,0,0,1,0,0,0,0,1,0,8,8,0,2.0889,1
